,len1,len2,len3,prlendif1,prlendif2,postrix1,postrix2,minl1,minl2,minl3,prrat1,prrat2,startdate,rat,len,sn,refid,maxang1,maxang2,maxh1,maxh2,maxh3
6438,-7.0,13.0,7.0,-7.0,-15.0,1.0,11.0,6.05,6.26,6.16,2.15716486902926,9.284627092846254,2016-03-08,14.954682779456196,30,300129,492,1.077294202642808,1.8999637973535823,6.74,7.28,7.4
6551,-7.0,14.0,-3.0,-7.0,-14.0,1.0,10.0,8.21,8.86,8.2,11.93853427895981,16.365568544102008,2016-03-09,0.0,2,300074,472,1.8346617506490928,4.505690917496309,9.85,10.98,9.23
7244,-6.0,10.0,-21.0,-6.0,-10.0,2.0,6.0,12.06,12.78,12.29,5.541972290138552,10.20408163265305,2014-06-12,17.68707482993197,18,300124,105,1.3744521896668216,4.792038447197328,13.1,14.75,16.61
7561,-7.0,16.0,-17.0,-7.0,-16.0,1.0,6.0,13.19,14.31,14.17,9.555069292487218,12.911392405063292,2016-03-09,38.13202247191012,28,300353,330,3.2415725943320406,8.434676535040683,15.51,17.89,25.88
7845,-4.0,11.0,-19.0,-4.0,-11.0,4.0,5.0,13.09,13.9,10.93,11.917494270435448,24.379084967320267,2015-08-07,13.337468982630265,11,300036,370,2.3471551091942002,16.96708448900523,15.2,20.7,28.96
8553,-4.0,10.0,-7.0,-4.0,-10.0,2.0,6.0,26.64,28.73,27.53,13.953488372093027,13.022246337493206,2015-08-07,27.85129174543164,11,300359,280,8.711858079234585,28.172914789595772,32.25,44.15,42.37
8613,-5.0,14.0,-3.0,-5.0,-10.0,5.0,12.0,39.45,40.76,38.07,9.739776951672852,11.050767414403785,2016-03-07,1.8506131549609783,4,300403,329,5.836823658045883,16.204415442610813,45.32,47.41,41.92
8673,-5.0,13.0,-3.0,-5.0,-13.0,1.0,11.0,28.8,30.59,28.56,11.410459587955613,11.646706586826339,2016-03-04,2.0437956204379715,5,300295,433,8.678479861850679,16.689431189721198,37.03,38.27,31.2
8744,-3.0,14.0,-15.0,-3.0,-14.0,3.0,2.0,23.1,25.18,23.01,16.767502160760568,10.861538461538458,2015-08-06,19.985385458531262,13,300246,389,3.1540534417188764,27.85285307263909,28.01,36.94,61.95
9093,-3.0,14.0,-28.0,-3.0,-14.0,3.0,6.0,49.69,52.07,42.59,19.947822596829237,9.474936784173726,2015-08-06,13.351581508515807,9,300379,262,10.915057144009683,44.55772779716678,60.33,75.44,129.88
9162,-7.0,10.0,-16.0,-7.0,-10.0,1.0,4.0,17.88,18.56,16.06,4.6350559403303135,9.745127436281864,2015-11-06,4.954954954954949,15,300027,344,3.6933039635138143,10.147063041916926,20.21,23.07,28.11
9377,-4.0,13.0,-30.0,-4.0,-13.0,4.0,3.0,7.66,8.72,7.51,13.278495887191546,7.038626609442057,2015-08-06,18.644067796610187,12,300341,278,1.848438948207564,9.888218895334221,9.75,13.0,25.14
9451,-9.0,12.0,-5.0,-9.0,-12.0,1.0,8.0,14.64,15.42,14.74,6.957087126137829,9.642207398423297,2016-03-11,25.13897467572577,15,300224,461,1.687989361926628,6.472729768699758,16.85,18.49,16.17
9812,-5.0,14.0,-3.0,-5.0,-6.0,1.0,10.0,20.49,21.18,20.18,18.590635141400085,25.572005383580088,2016-03-07,1.1159824631327364,4,300314,520,6.74362110716312,12.447200202288787,26.26,28.46,22.31
10105,-3.0,15.0,-28.0,-3.0,-15.0,3.0,7.0,10.16,11.29,11.37,10.123239436619723,13.819875776397517,2016-03-04,8.73015873015872,9,300309,448,1.7445307861652253,6.720234411656245,12.82,14.77,23.17
10204,-7.0,13.0,-4.0,-7.0,-13.0,1.0,7.0,11.0,11.45,10.7,9.162995594713674,15.664690939881453,2016-03-09,41.049125728559545,18,300122,464,1.8282173782497897,5.535543880841082,12.78,14.12,12.3
10333,-4.0,15.0,-2.0,-4.0,-15.0,4.0,9.0,9.99,10.72,10.42,20.297029702970317,17.81818181818182,2016-03-04,48.43330349149507,27,300328,510,2.3985283695100783,5.4224262120402935,12.15,13.19,11.35
10584,-3.0,10.0,-26.0,-3.0,-10.0,3.0,2.0,7.37,8.13,6.91,15.994623655913975,15.500538213132419,2015-08-06,33.174791914387605,14,300337,385,0.9072678937495288,7.3424461519199635,8.96,11.34,16.66
10597,-5.0,14.0,-2.0,-5.0,-14.0,5.0,10.0,4.99,5.26,5.12,9.683794466403173,14.207650273224035,2016-03-07,28.007181328545784,23,300337,524,0.8923564320058784,2.7477470054466697,5.77,6.29,5.49
10864,-5.0,13.0,-6.0,-5.0,-13.0,5.0,7.0,16.49,17.48,17.05,8.750687947165648,20.290635091496245,2016-03-08,0.0,2,300374,237,2.0686365905190573,8.645255749226298,20.63,22.97,19.88
10913,-7.0,12.0,-25.0,-7.0,-6.0,1.0,6.0,10.05,10.94,7.34,2.462620932277937,26.101694915254225,2015-08-10,3.961196443007276,10,300092,391,4.267754659132189,13.343477261908582,12.34,15.27,21.04
11125,-4.0,10.0,-1.0,-4.0,-10.0,2.0,4.0,41.02,43.97,42.96,10.145278450363216,20.867724867724856,2015-08-07,7.566765578635026,8,300446,74,7.524625122334486,22.011827514970587,46.69,61.14,51.2
11383,-3.0,13.0,-5.0,-3.0,-13.0,3.0,9.0,9.1,9.48,8.67,11.192468619246853,10.654936461388065,2016-03-03,0.0,6,300019,517,0.9555458057230776,4.120575159622782,10.84,11.37,10.45
11894,-5.0,10.0,-15.0,-5.0,-10.0,1.0,4.0,20.2,21.7,20.57,0.0,12.192307692307704,2015-08-07,18.21639898562975,11,300171,385,4.2017944373050184,18.158111320092388,23.5,30.36,40.73
12306,-3.0,13.0,-17.0,-3.0,-13.0,3.0,5.0,29.84,30.98,25.12,9.249329758713133,22.48039500435668,2015-08-06,14.699470569915915,11,300321,389,3.4541800997645837,27.774502488075033,34.06,43.62,72.77
12474,-5.0,14.0,-25.0,-5.0,-14.0,5.0,6.0,17.75,18.85,14.84,1.6103896103895954,19.61651917404128,2015-08-07,9.605070697220851,8,300406,191,3.438727591140124,15.337907142948634,20.15,25.29,37.1
12906,-7.0,14.0,-4.0,-7.0,-14.0,1.0,8.0,10.45,11.03,10.46,10.630291627469424,14.592274678111572,2016-03-09,30.434782608695656,21,300281,484,2.1281298159425472,5.774777107560232,12.1,13.8,12.14
14353,-2.0,14.0,-25.0,-2.0,-14.0,2.0,4.0,12.6,13.12,10.63,10.03134796238243,9.63930348258708,2015-08-05,36.370007007708494,14,300330,387,0.7092450004677516,12.579084284612554,14.04,17.77,31.25
14698,-7.0,14.0,-2.0,-7.0,-14.0,1.0,10.0,43.7,46.85,41.14,0.0,18.61602106054907,2015-08-10,8.517469310670434,8,300430,99,12.712300551735234,27.901084362916304,54.18,66.14,48.34
15216,-4.0,10.0,-2.0,-4.0,-10.0,4.0,8.0,11.1,12.0,10.99,11.101243339253998,7.064364207221362,2016-03-04,14.617940199335553,18,300106,506,1.6698587451785076,4.254450368212436,13.17,13.81,12.55
15525,-5.0,11.0,-29.0,-5.0,-3.0,3.0,5.0,63.25,65.76,55.47,15.801704105344696,22.27986539540101,2015-08-10,9.604863221884496,8,300436,73,14.719627095262384,44.289466969147405,75.75,93.75,122.25
15758,-5.0,13.0,-14.0,-5.0,-13.0,3.0,3.0,21.05,23.08,18.14,4.5628997867803935,11.64503682918272,2015-08-07,8.042994810971082,10,300365,372,6.449981700356527,21.424356478596547,25.44,32.58,45.37
16376,-6.0,12.0,-7.0,-6.0,-12.0,4.0,6.0,16.38,16.91,16.66,4.088586030664398,11.991434689507495,2016-03-09,23.741007194244588,21,300363,448,1.3588145234867377,6.988012223320793,18.94,21.21,19.36
16660,-6.0,14.0,7.0,-6.0,-16.0,2.0,16.0,6.3,6.5,6.45,10.312499999999991,15.820029027576199,2016-03-08,15.580736543909344,20,300152,488,1.156455222766554,3.301655575837833,7.32,8.1,8.93
17143,-5.0,10.0,-25.0,-5.0,-10.0,1.0,4.0,27.85,31.15,25.86,4.086229086229087,9.03513664249862,2015-08-07,4.8033707865168465,8,300233,296,9.136488399999134,18.4598324923994,33.0,41.84,50.13
18056,-4.0,14.0,-3.0,-4.0,-14.0,4.0,10.0,7.95,8.28,7.72,9.48379351740696,8.670520231213862,2016-03-03,0.0,5,300090,1279,0.9157266544555109,2.195790276011488,9.15,9.51,8.7
18500,-5.0,15.0,-27.0,-5.0,-15.0,3.0,5.0,14.77,15.9,12.74,9.096816114359974,11.958224543080952,2015-08-10,6.403118040089084,10,300389,244,2.7386994155158058,14.126549942000036,16.95,22.82,34.8
18774,-2.0,9.0,-23.0,-2.0,-9.0,2.0,1.0,7.02,7.52,7.15,9.739368998628262,10.893246187363825,2015-08-05,14.14141414141412,13,300301,300,0.33211255993241434,4.668517715517832,8.02,10.45,15.48
19022,-4.0,13.0,-8.0,-4.0,-13.0,4.0,7.0,7.65,8.09,7.97,0.7380073800737907,10.287081339712943,2012-05-31,1.5681544028950611,4,300022,614,0.36890349627117497,2.4924905821304066,8.37,9.35,8.42
19265,-5.0,11.0,-22.0,-5.0,-11.0,1.0,3.0,10.63,11.46,10.78,2.6431718061673988,8.96898575020957,2014-05-05,21.772151898734183,23,300008,71,1.9918594501508995,3.7805960286423126,11.84,13.13,15.87
19416,-3.0,13.0,-4.0,-3.0,-13.0,3.0,9.0,16.0,17.43,16.66,21.020656136087478,12.310902451747507,2016-03-03,24.50935645823827,17,300052,395,3.4236798413458014,9.275462958711637,19.92,21.97,19.01
20370,-5.0,12.0,-17.0,-5.0,-12.0,3.0,4.0,11.31,11.92,10.31,1.1102299762093537,22.827687776141392,2015-08-07,9.978617248752686,11,300329,370,2.542448871108667,11.89614296740992,13.33,17.36,25.53
20710,-5.0,14.0,-27.0,-5.0,-14.0,3.0,6.0,26.45,28.56,22.34,15.62147953435975,18.282627239124263,2015-08-10,1.4554275318374943,7,300448,74,9.412184682285325,29.234052972746486,31.73,43.09,80.22
21852,-4.0,13.0,-31.0,-4.0,-13.0,4.0,5.0,36.4,37.84,28.32,1.1902037079423389,29.244172356957865,2015-08-10,3.0633223684210624,6,300369,293,9.092812489348708,38.259827983595436,44.79,58.45,94.92
22395,-6.0,13.0,-21.0,-6.0,-11.0,2.0,7.0,8.82,9.26,8.47,9.55555555555554,12.936344969199176,2016-03-08,23.425196850393682,22,300121,494,1.6510084290093447,4.457264998995328,10.21,11.13,14.32
22450,-4.0,13.0,-28.0,-4.0,-13.0,4.0,5.0,20.99,22.47,19.18,2.0583190394511064,7.269565217391305,2015-08-06,13.569078947368428,11,300223,389,4.5172553398560185,22.376824900173027,24.81,32.64,56.97
22777,-4.0,8.0,-31.0,-4.0,-8.0,4.0,2.0,14.98,16.27,14.75,17.348927875243646,17.890668139149657,2015-08-31,0.9106431417188476,9,300070,383,4.676289285239123,11.615639532147211,18.12,22.81,25.21
23024,-4.0,14.0,-21.0,-4.0,-14.0,4.0,6.0,14.49,15.57,13.3,2.8337531486146035,12.479293208172296,2015-08-06,12.20858895705521,10,300139,380,2.074020368934873,12.65282748986682,16.97,20.78,33.17
23086,-4.0,14.0,-3.0,-4.0,-14.0,2.0,10.0,13.42,14.4,13.48,16.38624725676665,12.359550561797741,2016-03-04,59.3791281373844,23,300391,386,3.431498646824404,6.187749596222428,15.91,17.29,14.82
23570,-7.0,13.0,-5.0,-7.0,-13.0,1.0,7.0,16.39,18.04,16.88,9.709887507400829,11.357769747031488,2016-03-09,24.690663667041626,23,300007,406,3.4711985418125417,10.35351405663731,18.96,22.43,20.17
23687,-3.0,14.0,-24.0,-3.0,-14.0,3.0,6.0,13.03,13.73,11.98,3.2462949894142668,7.076566125290039,2015-08-05,17.921385742838105,12,300210,381,1.9432750628202264,11.168674476522234,14.75,18.96,31.62
24151,-4.0,14.0,-4.0,-4.0,-14.0,4.0,10.0,11.97,12.85,12.3,11.10204081632653,10.553892215568863,2016-03-04,2.302379125095944,4,300137,465,1.92278661947616,5.65391804758538,14.2,15.13,13.43
24318,-5.0,11.0,-5.0,-5.0,-11.0,3.0,5.0,34.35,35.84,31.22,7.309405292114213,31.714140386571717,2015-08-07,18.01159161836825,15,300216,274,11.5152860309956,32.130096075304124,41.87,53.92,46.37
24328,-7.0,14.0,-4.0,-7.0,-14.0,1.0,8.0,20.62,23.77,22.87,7.795202952029535,14.065586724614775,2016-03-09,18.948607296979226,17,300216,378,5.410758930753323,14.334195168771904,24.26,29.97,25.42
25021,-2.0,13.0,-24.0,-2.0,-13.0,2.0,5.0,11.84,12.67,12.64,5.048982667671441,13.190607734806626,2016-03-03,12.553191489361694,32,300128,431,0.9555490798854854,9.51267380025052,14.06,16.77,26.25
25140,-7.0,11.0,-14.0,-7.0,-11.0,1.0,3.0,9.8,10.24,10.46,2.669208770257381,13.7418755803157,2016-07-04,5.092592592592582,15,300169,397,1.5166809566079862,3.480306715605903,10.89,12.4,13.75
25324,-4.0,13.0,-5.0,-4.0,-13.0,4.0,9.0,5.56,5.95,5.53,10.139860139860149,9.430894308943085,2016-03-04,27.73246329526917,19,300225,527,0.7864020175580632,2.0050466640271942,6.47,6.82,6.33
25755,-5.0,10.0,-22.0,-5.0,-10.0,1.0,4.0,13.01,14.17,12.94,3.5343035343035285,7.723577235772373,2015-08-07,5.2243392747387984,9,300274,373,2.934076173159576,10.47062181584478,15.6,18.81,26.81
25981,-7.0,11.0,-7.0,-7.0,-11.0,1.0,5.0,11.09,12.0,11.34,12.47848537005165,20.031298904538342,2016-03-09,17.32824427480917,21,300098,441,3.093790826957928,6.979778029658992,13.47,15.97,14.48
26086,-6.0,13.0,-21.0,-6.0,-13.0,6.0,7.0,6.01,6.34,5.95,9.703947368421039,8.792846497764527,2016-03-08,19.259259259259263,31,300179,513,0.8139333244448057,2.9333029156472565,6.89,7.32,9.85
26182,-6.0,14.0,-4.0,-6.0,-12.0,2.0,10.0,7.98,8.38,7.98,11.519607843137257,11.356119073869884,2016-03-08,30.000000000000004,29,300041,500,1.59454637496486,3.6893120396100088,9.61,10.33,8.92
26316,-7.0,13.0,-22.0,-7.0,-13.0,1.0,5.0,21.63,23.82,18.77,0.0,17.95949560565533,2015-08-07,4.887218045112762,8,300183,317,6.782419266616827,17.81291952736289,26.8,31.63,45.8
26444,-6.0,13.0,-5.0,-6.0,-13.0,4.0,9.0,4.97,5.2,4.95,9.072978303747536,10.05484460694699,2016-03-08,17.17352415026834,23,300107,529,0.7263806013532635,1.9273118890813112,5.67,6.03,5.47
26721,-5.0,10.0,-25.0,-5.0,-10.0,5.0,4.0,16.34,17.78,15.0,18.543451652386782,16.447368421052634,2015-08-10,2.6066350710900243,10,300170,330,3.5346941905098928,20.256465867796518,19.37,26.51,37.02
