gpid,maxang,maxh,maxc,ang,minl,len,lenmcd,lendif,postrix,startdate,starth,startl,starto,startc,startv,lastdate,lastl,lastc,len1,len2,len3,maxh1,maxh2,maxh3,minl1,minl2,minl3,prlenmcd1,prlenmcd2,prlenmcd3,prang1,prang2,maxang1,maxang2,prlendif1,prlendif2,postrix1,postrix2,startl1,sn,refid,rat,prrat1,prrat2,fuminl1,fulen1,fumaxh2,fulen2,fuminl2
113,0.32463656590509476,36.78,32.8,0.11763899268266617,27.2,8,0,8,8,2016-04-17,34.54,33.09,33.3,32.8,18879159.0,2016-04-17,33.09,32.8,-10.0,9.0,-11.0,35.36,37.87,32.54,23.01,22.1,16.31,-4.0,3.0,-5.0,0.21494508507909046,0.29429699704316226,0.7465561439763206,0.8826179061489409,6.0,9.0,-10.0,9.0,23.01,300282,113,0.0,37.7326565143824,14.1200545702592,28.18,-10.0,34.87,5.0,24.83
121,0.16355154013198736,34.33,32.58,0.04315039904108046,28.18,-10,-8,10,-10,2016-09-11,31.59,29.53,30.5,29.53,11164500.0,2016-09-11,29.53,29.53,8.0,-10.0,9.0,36.78,35.36,37.87,27.2,23.01,22.1,0.0,-4.0,3.0,0.11763899268266617,0.21494508507909046,0.32463656590509476,0.7465561439763206,8.0,6.0,8.0,-10.0,33.09,300282,121,10.32847951236031,0.0,37.7326565143824,29.23,5.0,30.5,-13.0,
131,0.07285782734700103,34.87,33.41,0.030019509300572695,29.23,5,1,5,5,2016-11-27,34.87,32.3,33.45,33.41,12607004.0,2016-11-27,32.3,33.41,-10.0,8.0,-10.0,34.33,36.78,35.36,28.18,27.2,23.01,-8.0,0.0,-4.0,0.04315039904108046,0.11763899268266617,0.16355154013198736,0.32463656590509476,10.0,8.0,-10.0,8.0,29.53,300282,131,0.0,10.32847951236031,0.0,24.83,-13.0,,,
136,0.4716018603043875,30.5,29.45,0.145718665268629,24.83,-13,-7,-9,-13,2017-01-01,30.5,29.11,29.3,29.45,6268241.0,2017-01-01,29.11,29.45,5.0,-10.0,8.0,34.87,34.33,36.78,29.23,28.18,27.2,1.0,-8.0,0.0,0.030019509300572695,0.04315039904108046,0.07285782734700103,0.16355154013198736,5.0,10.0,5.0,-10.0,32.3,300282,136,0.0,0.0,10.32847951236031,,,,,
0,1.224694807447615,55.5,51.35,0.3606501126334076,7.21,-19,-3,17,-19,2014-01-05,7.8,7.21,7.33,7.54,2383960.0,2014-01-05,7.21,7.54,,,,,,,,,,,,,,,,,,,,,,300166,0,581.0344827586207,,,17.46,-16.0,41.8,10.0,19.76
65,1.998569740185347,39.74,33.62,0.6503088061834332,17.46,-16,-8,0,-16,2015-07-12,38.72,28.51,38.72,28.51,16777733.0,2015-07-12,28.51,28.51,-19.0,,,55.5,,,7.21,,,-3.0,,,0.3606501126334076,,1.224694807447615,,17.0,,-19.0,,7.21,300166,65,17.923535601543293,581.0344827586207,,22.16,10.0,27.21,-14.0,20.75
81,0.6321268430861324,41.8,38.82,0.2245538067353861,22.16,10,4,10,10,2015-11-08,37.0,34.0,33.0,32.19,56139134.0,2015-11-08,34.0,32.19,-16.0,-19.0,,39.74,55.5,,17.46,7.21,,-8.0,-3.0,,0.6503088061834332,0.3606501126334076,1.998569740185347,1.224694807447615,0.0,17.0,-16.0,-19.0,28.51,300166,81,20.596458527493013,17.923535601543293,581.0344827586207,19.76,-14.0,27.85,18.0,19.12
91,0.8815844645440053,27.21,25.7,0.2831143352072069,19.76,-14,-4,-14,-14,2016-01-17,26.05,24.42,24.3,22.51,62417804.0,2016-01-17,24.42,22.51,10.0,-16.0,-19.0,41.8,39.74,55.5,22.16,17.46,7.21,4.0,-8.0,-3.0,0.2245538067353861,0.6503088061834332,0.6321268430861324,1.998569740185347,10.0,0.0,10.0,-16.0,34.0,300166,91,14.171479342514438,20.596458527493013,17.923535601543293,20.75,18.0,21.97,-12.0,19.35
105,0.3369559795247765,27.85,26.57,0.09056919775948855,20.75,18,14,-18,18,2016-05-08,26.16,24.2,23.9,24.3,46486330.0,2016-05-08,24.2,24.3,-14.0,10.0,-16.0,27.21,41.8,39.74,19.76,22.16,17.46,-4.0,4.0,-8.0,0.2831143352072069,0.2245538067353861,0.8815844645440053,0.6321268430861324,-14.0,10.0,-14.0,10.0,24.42,300166,105,9.341563786008233,14.171479342514438,20.596458527493013,19.12,-12.0,21.57,3.0,
123,0.30630103973328615,21.97,21.28,0.10590334374025746,19.12,-12,-2,-12,-12,2016-12-25,21.15,20.28,20.97,20.35,11303127.0,2016-12-25,20.28,20.35,18.0,-14.0,10.0,27.85,27.21,41.8,20.75,19.76,22.16,14.0,-4.0,4.0,0.09056919775948855,0.2831143352072069,0.3369559795247765,0.8815844645440053,-18.0,-14.0,18.0,-14.0,24.2,300166,123,4.570024570024578,9.341563786008233,14.171479342514438,19.35,3.0,,,
135,0.11844006834656251,21.57,20.81,0.031294840285253145,19.35,3,3,-3,3,2017-03-19,21.57,20.77,21.37,20.81,25045494.0,2017-03-19,20.77,20.81,-12.0,18.0,-14.0,21.97,27.85,27.21,19.12,20.75,19.76,-2.0,14.0,-4.0,0.10590334374025746,0.09056919775948855,0.30630103973328615,0.3369559795247765,-12.0,-18.0,-12.0,18.0,20.28,300166,135,0.0,4.570024570024578,9.341563786008233,,,,,
0,0.4215918840064707,12.32,11.14,0.12236340497491884,6.52,-32,-16,4,-32,2014-01-05,7.02,6.77,6.92,6.92,2434066.0,2014-01-05,6.77,6.92,,,,,,,,,,,,,,,,,,,,,,300308,0,60.98265895953758,,,8.98,-9.0,32.97,14.0,8.77
52,0.288596703314127,11.7,10.83,0.08189315650511599,8.98,-9,-3,9,-9,2015-01-11,9.9,9.33,9.24,8.97,19825078.0,2015-01-11,9.33,8.97,-32.0,,,12.32,,,6.52,,,-16.0,,,0.12236340497491884,,0.4215918840064707,,4.0,,-32.0,,6.77,300308,52,20.735785953177242,60.98265895953758,,11.7,14.0,19.59,-17.0,12.59
61,1.8977862677996762,32.97,27.37,0.6271339579906562,11.7,14,10,14,14,2015-03-15,12.5,11.7,11.56,11.87,43228763.0,2015-03-15,11.7,11.87,-9.0,-32.0,,11.7,12.32,,8.98,6.52,,-3.0,-16.0,,0.08189315650511599,0.12236340497491884,0.288596703314127,0.4215918840064707,9.0,4.0,-9.0,-32.0,9.33,300308,61,130.58129738837408,20.735785953177242,60.98265895953758,8.77,-17.0,24.14,12.0,12.0
75,1.8014876080919824,19.59,16.47,0.6010754506605722,8.77,-17,-9,-5,-17,2015-07-19,17.4,15.02,15.82,15.19,38319562.0,2015-07-19,15.02,15.19,14.0,-9.0,-32.0,32.97,11.7,12.32,11.7,8.98,6.52,10.0,-3.0,-16.0,0.6271339579906562,0.08189315650511599,1.8977862677996762,0.288596703314127,14.0,9.0,14.0,-9.0,11.7,300308,75,8.42659644502961,130.58129738837408,20.735785953177242,12.59,12.0,30.54,-8.0,22.51
92,1.1547105641469935,24.14,22.49,0.33535573150869674,12.59,12,6,12,12,2015-11-15,16.96,15.75,16.51,15.89,28939584.0,2015-11-15,15.75,15.89,-17.0,14.0,-9.0,19.59,32.97,11.7,8.77,11.7,8.98,-9.0,10.0,-3.0,0.6010754506605722,0.6271339579906562,1.8014876080919824,1.8977862677996762,-5.0,14.0,-17.0,14.0,15.02,300308,92,41.535556954059146,8.42659644502961,130.58129738837408,12.0,-8.0,31.36,11.0,20.67
104,0.702695782540084,30.54,24.09,0.2166347392141682,12.0,-8,-6,-6,-8,2016-02-07,16.26,14.89,14.0,14.37,19941909.0,2016-02-07,14.89,14.37,12.0,-17.0,14.0,24.14,19.59,32.97,12.59,8.77,11.7,6.0,-9.0,10.0,0.33535573150869674,0.6010754506605722,1.1547105641469935,1.8014876080919824,12.0,-5.0,12.0,-17.0,15.75,300308,104,67.6409185803758,41.535556954059146,8.42659644502961,22.51,11.0,34.29,-9.0,34.99
112,1.4468916610931137,31.36,27.24,0.5205697131916498,22.51,11,3,11,11,2016-10-30,29.98,26.0,29.36,26.0,68414612.0,2016-10-30,26.0,26.0,-8.0,12.0,-17.0,30.54,24.14,19.59,12.0,12.59,8.77,-6.0,6.0,-9.0,0.2166347392141682,0.33535573150869674,0.702695782540084,1.1547105641469935,-6.0,12.0,-8.0,12.0,14.89,300308,112,4.76923076923077,67.6409185803758,41.535556954059146,20.67,-9.0,39.9,3.0,
123,0.5548298901524515,34.29,31.17,0.17041466904473015,20.67,-9,-3,9,-9,2017-01-15,24.0,22.2,22.4,22.25,9262242.0,2017-01-15,22.2,22.25,11.0,-8.0,12.0,31.36,30.54,24.14,22.51,12.0,12.59,3.0,-6.0,6.0,0.5205697131916498,0.2166347392141682,1.4468916610931137,0.702695782540084,11.0,-6.0,11.0,-8.0,26.0,300308,123,40.08988764044945,4.76923076923077,67.6409185803758,34.99,3.0,,,
132,0.6032852590628965,39.9,35.86,0.21684138774328995,34.99,3,3,3,3,2017-03-19,39.9,36.5,35.98,34.79,45713643.0,2017-03-19,36.5,34.79,-9.0,11.0,-8.0,34.29,31.36,30.54,20.67,22.51,12.0,-3.0,3.0,-6.0,0.17041466904473015,0.5205697131916498,0.5548298901524515,1.4468916610931137,9.0,11.0,-9.0,11.0,22.2,300308,132,3.0755964357574106,40.08988764044945,4.76923076923077,,,,,
0,0.1985940805159434,18.54,17.25,0.061768521948153764,11.37,-35,-15,-9,-35,2014-01-05,11.85,11.54,11.74,11.67,574869.0,2014-01-05,11.54,11.67,,,,,,,,,,,,,,,,,,,,,,300234,0,47.81491002570695,,,13.55,-11.0,32.94,18.0,10.66
49,0.5318413924622066,18.42,17.51,0.17050411825660175,13.55,-11,-5,-1,-11,2014-12-14,16.14,15.16,16.14,14.75,18875286.0,2014-12-14,15.16,14.75,-35.0,,,18.54,,,11.37,,,-15.0,,,0.061768521948153764,,0.1985940805159434,,-9.0,,-35.0,,11.54,300234,49,18.711864406779675,47.81491002570695,,15.53,18.0,20.66,-17.0,13.48
60,0.811449096034732,32.94,28.93,0.21216158521505402,15.53,18,12,18,18,2015-03-01,17.49,16.6,17.49,16.67,14055370.0,2015-03-01,16.6,16.67,-11.0,-35.0,,18.42,18.54,,13.55,11.37,,-5.0,-15.0,,0.17050411825660175,0.061768521948153764,0.5318413924622066,0.1985940805159434,-1.0,-9.0,-11.0,-35.0,15.16,300234,60,73.54529094181161,18.711864406779675,47.81491002570695,10.66,-17.0,25.95,13.0,14.16
78,1.276864973452528,20.66,18.78,0.3492006907136406,10.66,-17,-9,-15,-17,2015-07-12,17.76,12.99,17.76,13.67,29376583.0,2015-07-12,12.99,13.67,18.0,-11.0,-35.0,32.94,18.42,18.54,15.53,13.55,11.37,12.0,-5.0,-15.0,0.21216158521505402,0.17050411825660175,0.811449096034732,0.5318413924622066,18.0,-1.0,18.0,-11.0,16.6,300234,78,37.38112655449892,73.54529094181161,18.711864406779675,13.48,13.0,18.77,-10.0,15.78
95,1.1542250398442213,25.95,22.32,0.3821942713826936,13.48,13,7,5,13,2015-11-08,17.57,17.07,15.54,15.77,25642783.0,2015-11-08,17.07,15.77,-17.0,18.0,-11.0,20.66,32.94,18.42,10.66,15.53,13.55,-9.0,12.0,-5.0,0.3492006907136406,0.21216158521505402,1.276864973452528,0.811449096034732,-15.0,18.0,-17.0,18.0,12.99,300234,95,41.53455928979075,37.38112655449892,73.54529094181161,14.16,-10.0,24.15,23.0,21.01
108,0.6150726047712021,18.77,17.62,0.19923407131824455,14.16,-10,-2,-10,-10,2016-02-07,15.83,15.25,14.48,14.21,10457762.0,2016-02-07,15.25,14.21,13.0,-17.0,18.0,25.95,20.66,32.94,13.48,10.66,15.53,7.0,-9.0,12.0,0.3821942713826936,0.3492006907136406,1.1542250398442213,1.276864973452528,5.0,-15.0,13.0,-17.0,17.07,300234,108,23.99718508092892,41.53455928979075,37.38112655449892,15.78,23.0,27.23,-11.0,17.35
118,0.5546886273434218,24.15,22.97,0.18849782324614575,15.78,23,17,11,23,2016-04-24,18.12,15.78,17.82,16.11,14051668.0,2016-04-24,15.78,16.11,-10.0,13.0,-17.0,18.77,25.95,20.66,14.16,13.48,10.66,-2.0,7.0,-9.0,0.19923407131824455,0.3821942713826936,0.6150726047712021,1.1542250398442213,-10.0,5.0,-10.0,13.0,15.25,300234,118,42.58224705152078,23.99718508092892,41.53455928979075,21.01,-11.0,31.0,5.0,14.91
141,0.21642361909124785,27.23,24.02,0.06808942872524411,21.01,-11,-5,11,-11,2016-10-02,21.54,21.01,21.15,20.9,8977387.0,2016-10-02,21.01,20.9,23.0,-10.0,13.0,24.15,18.77,25.95,15.78,14.16,13.48,17.0,-2.0,7.0,0.18849782324614575,0.19923407131824455,0.5546886273434218,0.6150726047712021,11.0,-10.0,23.0,-10.0,15.78,300234,141,14.928229665071768,42.58224705152078,23.99718508092892,17.35,5.0,18.66,-10.0,
152,0.3205999636741049,31.0,29.09,0.1124440771013964,17.35,5,1,5,5,2016-12-25,30.35,28.36,27.5,28.29,35799338.0,2016-12-25,28.36,28.29,-11.0,23.0,-10.0,27.23,24.15,18.77,21.01,15.78,14.16,-5.0,17.0,-2.0,0.06808942872524411,0.18849782324614575,0.21642361909124785,0.5546886273434218,11.0,11.0,-11.0,23.0,21.01,300234,152,2.827854365500171,14.928229665071768,42.58224705152078,14.91,-10.0,,,
157,0.8911913046743082,18.66,17.8,0.23187651622030284,14.91,-10,-10,-10,-10,2017-01-29,18.3,17.25,18.0,17.3,33721546.0,2017-01-29,17.25,17.3,5.0,-11.0,23.0,31.0,27.23,24.15,17.35,21.01,15.78,1.0,-5.0,17.0,0.1124440771013964,0.06808942872524411,0.3205999636741049,0.21642361909124785,5.0,11.0,5.0,-11.0,28.36,300234,157,2.8901734104046284,2.827854365500171,14.928229665071768,,,,,
0,0.4028405979174423,12.56,12.27,0.1343527817214229,4.91,-33,-25,3,-33,2014-01-05,5.22,5.11,5.16,5.15,2179359.0,2014-01-05,5.11,5.15,,,,,,,,,,,,,,,,,,,,,,300265,0,138.25242718446597,,,9.38,-14.0,24.75,14.0,7.74
51,0.5731587769962161,13.33,12.11,0.16102539833017274,9.38,-14,-10,14,-14,2014-12-28,10.15,9.38,10.15,9.31,7812830.0,2014-12-28,9.38,9.31,-33.0,,,12.56,,,4.91,,,-25.0,,,0.1343527817214229,,0.4028405979174423,,3.0,,-33.0,,5.11,300265,51,30.075187969924787,138.25242718446597,,10.11,14.0,16.78,-18.0,9.65
65,1.272279764973542,24.75,22.75,0.34602297930890724,10.11,14,10,14,14,2015-04-05,16.07,14.8,12.47,12.78,36979836.0,2015-04-05,14.8,12.78,-14.0,-33.0,,13.33,12.56,,9.38,4.91,,-10.0,-25.0,,0.16102539833017274,0.1343527817214229,0.5731587769962161,0.4028405979174423,14.0,3.0,-14.0,-33.0,9.38,300265,65,78.01251956181534,30.075187969924787,138.25242718446597,7.74,-18.0,17.59,13.0,10.28
79,1.3193378085004803,16.78,14.75,0.34777866803291585,7.74,-18,-12,-8,-18,2015-07-12,11.17,9.93,11.17,8.38,50559954.0,2015-07-12,9.93,8.38,14.0,-14.0,-33.0,24.75,13.33,12.56,10.11,9.38,4.91,10.0,-10.0,-25.0,0.34602297930890724,0.16102539833017274,1.272279764973542,0.5731587769962161,14.0,14.0,14.0,-14.0,14.8,300265,79,76.01431980906919,78.01251956181534,30.075187969924787,9.65,13.0,14.88,-7.0,14.0
97,0.85682917603219,17.59,15.47,0.28389737738885507,9.65,13,5,5,13,2015-11-15,13.75,12.65,12.85,12.9,41557960.0,2015-11-15,12.65,12.9,-18.0,14.0,-14.0,16.78,24.75,13.33,7.74,10.11,9.38,-12.0,10.0,-10.0,0.34777866803291585,0.34602297930890724,1.3193378085004803,1.272279764973542,-8.0,14.0,-18.0,14.0,9.93,300265,97,19.92248062015505,76.01431980906919,78.01251956181534,10.28,-7.0,20.19,15.0,14.11
110,0.4392963540964163,14.88,13.56,0.11224206070059155,10.28,-7,-3,-7,-7,2016-02-21,11.98,11.45,10.18,10.88,22101973.0,2016-02-21,11.45,10.88,13.0,-18.0,14.0,17.59,16.78,24.75,9.65,7.74,10.11,5.0,-12.0,10.0,0.28389737738885507,0.34777866803291585,0.85682917603219,1.3193378085004803,5.0,-8.0,13.0,-18.0,12.65,300265,110,24.63235294117647,19.92248062015505,76.01431980906919,14.0,15.0,18.2,-20.0,
117,1.0412752584032787,20.19,19.0,0.35638355804826494,14.0,15,9,15,15,2016-07-31,15.55,14.3,14.15,14.32,87192523.0,2016-07-31,14.3,14.32,-7.0,13.0,-18.0,14.88,17.59,16.78,10.28,9.65,7.74,-3.0,5.0,-12.0,0.11224206070059155,0.28389737738885507,0.4392963540964163,0.85682917603219,-7.0,5.0,-7.0,13.0,11.45,300265,117,32.68156424581006,24.63235294117647,19.92248062015505,14.11,-20.0,,,
132,0.6982108979582375,18.2,16.86,0.2341058341994078,14.11,-20,-14,6,-20,2016-11-20,17.77,16.8,17.0,16.86,17226796.0,2016-11-20,16.8,16.86,15.0,-7.0,13.0,20.19,14.88,17.59,14.0,10.28,9.65,9.0,-3.0,5.0,0.35638355804826494,0.11224206070059155,1.0412752584032787,0.4392963540964163,15.0,-7.0,15.0,-7.0,14.3,300265,132,0.0,32.68156424581006,24.63235294117647,,,,,
0,1.1415801343456238,69.84,51.7,0.45304340910881435,9.31,-56,-18,-34,-56,2015-04-26,9.31,9.31,7.63,8.44,31600.0,2015-04-26,9.31,8.44,,,,,,,,,,,,,,,,,,,,,,300444,0,512.5592417061612,,,20.86,16.0,30.69,-27.0,22.44
56,0.9861647098098225,33.7,30.41,0.3370370738850144,20.86,16,10,8,16,2016-05-29,22.79,20.86,19.35,21.11,49994989.0,2016-05-29,20.86,21.11,-56.0,,,69.84,,,9.31,,,-18.0,,,0.45304340910881435,,1.1415801343456238,,-34.0,,-56.0,,9.31,300444,56,44.054950260540025,512.5592417061612,,19.92,-27.0,24.38,1.0,
72,0.5298397357492564,30.69,29.19,0.17179483076691285,19.92,-27,-17,-3,-27,2016-09-18,29.35,28.0,27.43,27.56,21480470.0,2016-09-18,28.0,27.56,16.0,-56.0,,33.7,69.84,,20.86,9.31,,10.0,-18.0,,0.3370370738850144,0.45304340910881435,0.9861647098098225,1.1415801343456238,8.0,-34.0,16.0,-56.0,20.86,300444,72,5.914368650217727,44.054950260540025,512.5592417061612,22.44,1.0,,,
99,0.0471278709467009,24.38,22.85,,22.44,1,1,-1,1,2017-04-02,24.38,22.44,24.12,22.85,7172533.0,2017-04-02,22.44,22.85,-27.0,16.0,-56.0,30.69,33.7,69.84,19.92,20.86,9.31,-17.0,10.0,-18.0,0.17179483076691285,0.3370370738850144,0.5298397357492564,0.9861647098098225,-3.0,8.0,-27.0,16.0,28.0,300444,99,0.0,5.914368650217727,44.054950260540025,,,,,
0,0.35199480310404363,7.21,7.04,0.12403279975392512,3.95,-38,-8,-4,-38,2014-01-05,4.99,4.79,4.8,4.93,879320.0,2014-01-05,4.79,4.93,,,,,,,,,,,,,,,,,,,,,,300302,0,42.799188640973625,,,5.33,-14.0,33.06,19.0,10.8
46,0.6068074035867672,8.41,7.78,0.21170009139332982,5.33,-14,-4,12,-14,2014-11-23,7.35,6.63,6.46,6.47,15295082.0,2014-11-23,6.63,6.47,-38.0,,,7.21,,,3.95,,,-8.0,,,0.12403279975392512,,0.35199480310404363,,-4.0,,-38.0,,4.79,300302,46,20.247295208655338,42.799188640973625,,7.48,19.0,23.53,-17.0,21.88
60,2.8912167981922514,33.06,25.51,0.9541966357265477,7.48,19,15,19,19,2015-03-01,7.98,7.48,7.78,7.54,6881905.0,2015-03-01,7.48,7.54,-14.0,-38.0,,8.41,7.21,,5.33,3.95,,-4.0,-8.0,,0.21170009139332982,0.12403279975392512,0.6068074035867672,0.35199480310404363,12.0,-4.0,-14.0,-38.0,6.63,300302,60,238.32891246684352,20.247295208655338,42.799188640973625,10.8,-17.0,40.69,12.0,18.6
79,2.258409409240082,23.53,20.95,0.6083476617228498,10.8,-17,-11,7,-17,2015-07-12,13.52,11.73,13.52,11.73,13168461.0,2015-07-12,11.73,11.73,19.0,-14.0,-38.0,33.06,8.41,7.21,7.48,5.33,3.95,15.0,-4.0,-8.0,0.9541966357265477,0.21170009139332982,2.8912167981922514,0.6068074035867672,19.0,12.0,19.0,-14.0,7.48,300302,79,78.60187553282181,238.32891246684352,20.247295208655338,21.88,12.0,32.12,-18.0,28.0
96,1.8767152984094233,40.69,35.06,0.5880102190459504,21.88,12,8,12,12,2015-11-08,23.74,21.88,19.95,20.24,32633182.0,2015-11-08,21.88,20.24,-17.0,19.0,-14.0,23.53,33.06,8.41,10.8,7.48,5.33,-11.0,15.0,-4.0,0.6083476617228498,0.9541966357265477,2.258409409240082,2.8912167981922514,7.0,19.0,-17.0,19.0,11.73,300302,96,73.22134387351782,78.60187553282181,238.32891246684352,18.6,-18.0,36.27,12.0,20.02
108,1.5828865361575155,32.12,27.88,0.5415906874140705,18.6,-18,-12,4,-18,2016-01-31,32.12,22.6,31.36,23.42,16420411.0,2016-01-31,22.6,23.42,12.0,-17.0,19.0,40.69,23.53,33.06,21.88,10.8,7.48,8.0,-11.0,15.0,0.5880102190459504,0.6083476617228498,1.8767152984094233,2.258409409240082,12.0,7.0,12.0,-17.0,21.88,300302,108,19.043552519214323,73.22134387351782,78.60187553282181,28.0,12.0,32.6,-28.0,20.54
126,0.6164401143281777,36.27,34.4,0.20026355787079367,28.0,12,4,12,12,2016-06-12,32.2,29.37,30.43,29.66,27692004.0,2016-06-12,29.37,29.66,-18.0,12.0,-17.0,32.12,40.69,23.53,18.6,21.88,10.8,-12.0,8.0,-11.0,0.5415906874140705,0.5880102190459504,1.5828865361575155,1.8767152984094233,4.0,12.0,-18.0,12.0,22.6,300302,126,15.981119352663509,19.043552519214323,73.22134387351782,20.02,-28.0,23.05,2.0,
138,0.6421171346067021,32.6,31.42,0.18004441386394468,20.02,-28,-22,-4,-28,2016-09-04,30.48,29.05,30.48,29.14,13710964.0,2016-09-04,29.05,29.14,12.0,-18.0,12.0,36.27,32.12,40.69,28.0,18.6,21.88,4.0,-12.0,8.0,0.20026355787079367,0.5415906874140705,0.6164401143281777,1.5828865361575155,12.0,4.0,12.0,-18.0,29.37,300302,138,7.824296499656835,15.981119352663509,19.043552519214323,20.54,2.0,,,
166,0.06416813053754544,23.05,22.37,0.04288014417743851,20.54,2,2,-2,2,2017-03-26,23.05,22.22,23.05,22.37,25337881.0,2017-03-26,22.22,22.37,-28.0,12.0,-18.0,32.6,36.27,32.12,20.02,28.0,18.6,-22.0,4.0,-12.0,0.18004441386394468,0.20026355787079367,0.6421171346067021,0.6164401143281777,-4.0,12.0,-28.0,12.0,29.05,300302,166,0.0,7.824296499656835,15.981119352663509,,,,,
0,0.47511887724441415,16.52,14.81,0.15701647355306245,5.82,-36,-2,-6,-36,2014-02-16,9.28,8.87,8.42,8.42,19480962.0,2014-02-16,8.87,8.42,,,,,,,,,,,,,,,,,,,,,,300056,0,75.89073634204276,,,15.09,-4.0,26.31,6.0,12.3
48,0.11567665639020408,23.59,20.36,0.047341562389457185,15.09,-4,2,4,-4,2015-05-03,17.49,15.09,16.9,15.28,22956025.0,2015-05-03,15.09,15.28,-36.0,,,16.52,,,5.82,,,-2.0,,,0.15701647355306245,,0.47511887724441415,,-6.0,,-36.0,,8.87,300056,48,33.24607329842932,75.89073634204276,,17.14,6.0,25.24,-25.0,15.22
52,0.2867316618316602,26.31,23.22,0.09587440105779665,17.14,6,2,6,6,2015-06-07,26.31,21.13,22.94,23.22,38925993.0,2015-06-07,21.13,23.22,-4.0,-36.0,,23.59,16.52,,15.09,5.82,,2.0,-2.0,,0.047341562389457185,0.15701647355306245,0.11567665639020408,0.47511887724441415,4.0,-6.0,-4.0,-36.0,15.09,300056,52,0.0,33.24607329842932,75.89073634204276,12.3,-25.0,20.78,21.0,15.14
58,1.234539555175785,25.24,22.48,0.42081632729311635,12.3,-25,-9,-5,-25,2015-11-22,25.24,23.24,21.6,22.48,126372975.0,2015-11-22,23.24,22.48,6.0,-4.0,-36.0,26.31,23.59,16.52,17.14,15.09,5.82,2.0,2.0,-2.0,0.09587440105779665,0.047341562389457185,0.2867316618316602,0.11567665639020408,6.0,4.0,6.0,-4.0,21.13,300056,58,0.0,0.0,33.24607329842932,15.22,21.0,21.79,-21.0,17.28
83,0.6216283140416481,20.78,19.34,0.19450522024028918,15.22,21,15,13,21,2016-05-29,15.95,15.22,14.3,14.8,38240402.0,2016-05-29,15.22,14.8,-25.0,6.0,-4.0,25.24,26.31,23.59,12.3,17.14,15.09,-9.0,2.0,2.0,0.42081632729311635,0.09587440105779665,1.234539555175785,0.2867316618316602,-5.0,6.0,-25.0,6.0,23.24,300056,83,30.675675675675663,0.0,0.0,15.14,-21.0,18.64,2.0,
104,0.5212233967396638,21.79,20.14,0.19839872352821794,15.14,-21,-5,-3,-21,2016-10-30,19.87,19.2,19.18,19.29,28559247.0,2016-10-30,19.2,19.29,21.0,-25.0,6.0,20.78,25.24,26.31,15.22,12.3,17.14,15.0,-9.0,2.0,0.19450522024028918,0.42081632729311635,0.6216283140416481,1.234539555175785,13.0,-5.0,21.0,-25.0,15.22,300056,104,4.4064282011405,30.675675675675663,0.0,17.28,2.0,,,
125,0.14928371091519693,18.64,17.51,0.045087711374045256,17.28,2,2,0,2,2017-03-26,18.64,17.28,18.46,17.38,32477964.0,2017-03-26,17.28,17.38,-21.0,21.0,-25.0,21.79,20.78,25.24,15.14,15.22,12.3,-5.0,15.0,-9.0,0.19839872352821794,0.19450522024028918,0.5212233967396638,0.6216283140416481,-3.0,13.0,-21.0,21.0,19.2,300056,125,0.7479861910241858,4.4064282011405,30.675675675675663,,,,,
0,0.06620135989905654,9.21,8.29,0.03984386677172513,3.64,-40,-38,-22,-40,2014-01-05,3.87,3.64,3.65,3.75,18994710.0,2014-01-05,3.64,3.75,,,,,,,,,,,,,,,,,,,,,,300129,0,121.06666666666666,,,4.53,-14.0,14.2,16.0,6.07
44,0.32231823192718156,6.85,5.78,0.08918114327742457,4.53,-14,-10,-14,-14,2014-11-09,5.88,5.65,5.65,5.68,37481633.0,2014-11-09,5.65,5.68,-40.0,,,9.21,,,3.64,,,-38.0,,,0.03984386677172513,,0.06620135989905654,,-22.0,,-40.0,,3.64,300129,44,1.760563380281699,121.06666666666666,,6.51,16.0,9.09,-16.0,6.73
58,1.562223718071613,14.2,13.25,0.5330405402636613,6.51,16,12,14,16,2015-03-29,6.89,6.51,6.48,6.49,130277123.0,2015-03-29,6.51,6.49,-14.0,-40.0,,6.85,9.21,,4.53,3.64,,-10.0,-38.0,,0.08918114327742457,0.03984386677172513,0.32231823192718156,0.06620135989905654,-14.0,-22.0,-14.0,-40.0,5.65,300129,58,104.1602465331279,1.760563380281699,121.06666666666666,6.07,-16.0,10.89,10.0,6.24
74,1.3894229605478685,9.09,8.51,0.4019195363018947,6.07,-16,-8,-4,-16,2015-07-19,8.85,8.05,8.03,7.75,200459588.0,2015-07-19,8.05,7.75,16.0,-14.0,-40.0,14.2,6.85,9.21,6.51,4.53,3.64,12.0,-10.0,-38.0,0.5330405402636613,0.08918114327742457,1.562223718071613,0.32231823192718156,14.0,-14.0,16.0,-14.0,6.51,300129,74,9.806451612903233,104.1602465331279,1.760563380281699,6.73,10.0,7.72,-13.0,6.36
90,0.4865431921839604,10.89,9.23,0.1432747224890666,6.73,10,6,10,10,2015-11-15,9.45,8.63,8.96,8.71,127216088.0,2015-11-15,8.63,8.71,-16.0,16.0,-14.0,9.09,14.2,6.85,6.07,6.51,4.53,-8.0,12.0,-10.0,0.4019195363018947,0.5330405402636613,1.3894229605478685,1.562223718071613,-4.0,14.0,-16.0,16.0,8.05,300129,90,5.970149253731338,9.806451612903233,104.1602465331279,6.24,-13.0,8.97,35.0,8.16
