,len1,len2,len3,prlendif1,prlendif2,postrix1,postrix2,minl1,minl2,minl3,prrat1,prrat2,startdate,rat,len,sn,refid,maxang1,maxang2,maxh1,maxh2,maxh3
6721,-6.0,14.0,-3.0,-6.0,-14.0,2.0,8.0,7.58,8.43,8.11,8.470290771175737,11.023622047244077,2016-03-08,10.138248847926267,18,793,843,1.4378109940303232,4.2383613644423965,8.92,10.3,8.9
6854,-4.0,9.0,-14.0,-4.0,-9.0,4.0,1.0,5.53,5.96,5.38,8.362989323843406,13.702623906705535,2015-08-07,16.478190630048452,10,2486,339,0.5735020999581228,3.709189802135066,6.22,8.04,10.38
7668,-3.0,12.0,-11.0,-3.0,-4.0,3.0,6.0,13.2,13.61,12.5,3.2281205164993,9.24024640657086,2015-12-07,11.2483745123537,13,2345,345,1.0616117505640617,2.3458579059044493,14.59,16.24,15.6
8418,-3.0,14.0,-4.0,-3.0,-14.0,3.0,10.0,6.92,7.2,7.07,13.165266106442573,9.386733416770968,2016-03-03,0.0,6,863,745,1.2288219443625057,3.388009179068251,8.14,8.89,8.18
8709,-3.0,8.0,-16.0,-3.0,-8.0,3.0,0.0,-0.08,-0.05,-0.14,228.57142857142856,51.85185185185185,1997-06-17,0.0,2,12,1293,0.10468594928238546,0.7699004523092606,0.26,0.5,0.79
9715,-5.0,10.0,-17.0,-5.0,-10.0,3.0,4.0,10.72,11.12,8.96,9.879963065558627,10.635042081101753,2015-08-10,2.314814814814814,8,2539,358,1.7451236888819923,9.95699540009535,12.21,15.24,20.56
9816,-4.0,15.0,-12.0,0.0,-3.0,4.0,9.0,9.24,9.85,9.7,5.355404089581307,8.400000000000007,2017-01-19,17.273576097105515,22,921,744,1.0604700448090831,1.8844003420896656,11.19,11.11,10.66
10198,-5.0,12.0,-24.0,-5.0,-12.0,5.0,6.0,11.18,11.69,11.09,5.407653910149746,7.993474714518768,2016-03-04,3.5993740219092407,8,2206,509,1.6069083241578186,3.5415180260516728,13.23,13.29,16.36
10634,-6.0,8.0,-2.0,-6.0,-4.0,2.0,4.0,1.56,1.72,1.47,8.720930232558155,12.432432432432439,2008-10-17,0.0,-14,810,2413,0.2869353295434022,0.8774269107130395,1.93,2.17,1.85
11297,-5.0,15.0,-20.0,-5.0,-15.0,1.0,9.0,6.18,6.55,6.26,11.746031746031747,14.09691629955947,2016-03-07,29.973118279569878,32,2377,463,1.4822109890822193,2.697133541208474,7.3,7.9,10.44
12184,-2.0,13.0,-20.0,-2.0,-13.0,2.0,3.0,9.41,10.31,8.53,10.155440414507776,23.70242214532872,2015-08-05,29.23219241443109,14,2351,364,0.8339337889768409,10.746550856619278,10.63,14.9,27.9
13062,-4.0,15.0,-2.0,-4.0,-15.0,4.0,7.0,9.11,10.0,9.81,12.647374062165053,17.50972762645915,2016-03-04,27.07070707070707,30,566,973,1.5851531296857926,6.887955365510233,10.9,12.43,10.74
14484,-4.0,13.0,-5.0,-4.0,-13.0,4.0,7.0,8.31,8.63,8.07,7.234539089848303,11.284916201117332,2016-03-04,11.295681063122931,24,828,996,0.7737868965556589,3.2675111652463125,9.31,10.21,9.13
14658,-7.0,13.0,-21.0,-7.0,-13.0,1.0,7.0,14.72,15.98,15.78,6.6885245901639365,9.262536873156346,2016-03-09,43.114143920595524,27,2724,328,2.259836236603918,6.589947890496336,16.66,19.34,24.49
14724,-6.0,14.0,-3.0,-6.0,-14.0,2.0,8.0,6.64,7.66,7.42,9.23295454545454,11.26237623762376,2016-03-08,35.34704370179947,30,936,515,1.5081827100656957,4.269369153555966,7.9,9.08,9.02
15400,-2.0,11.0,-21.0,-2.0,-11.0,2.0,3.0,9.12,9.73,8.81,10.130718954248351,11.823480432972524,2015-08-05,24.478178368121448,12,2349,316,0.8438035816703624,9.819645897858834,10.12,13.83,23.53
15864,-5.0,10.0,-18.0,-5.0,-10.0,5.0,4.0,7.78,8.39,7.53,0.2312138728323587,13.60255047821466,2015-08-06,15.906432748538004,10,2550,386,1.426074382056267,6.216386817493437,9.17,11.07,15.82
16061,-4.0,15.0,-3.0,-4.0,-15.0,4.0,11.0,7.98,8.39,7.65,11.633663366336622,12.773302646720385,2016-03-04,5.7823129251700625,5,9,971,1.364357921611596,3.5801211865569686,9.57,10.02,8.81
16282,-3.0,14.0,-3.0,-3.0,-14.0,3.0,8.0,14.22,15.26,15.3,14.571823204419875,8.918753817959658,2016-03-03,17.062766605728207,25,2424,524,2.452817874602516,6.816819486496973,16.59,17.97,16.26
16570,-2.0,13.0,-5.0,-2.0,-11.0,2.0,7.0,11.02,11.51,10.72,8.619246861924701,16.45264847512038,2016-03-02,12.923728813559322,17,2411,365,1.2808610709333137,6.8544693329100586,13.13,14.62,12.52
17099,-5.0,14.0,-2.0,-5.0,-8.0,1.0,14.0,8.57,8.9,8.52,5.92105263157896,11.559432933478742,2016-03-04,11.630321910695727,18,2583,505,1.6738240182698378,2.4243494673291948,9.72,10.54,9.1
18263,-4.0,12.0,-25.0,-4.0,-12.0,4.0,4.0,15.42,16.18,15.01,13.942931258106348,25.325042396834373,2015-08-07,18.655097613882845,10,2171,271,3.112012654041492,14.439773628150412,17.98,23.83,39.13
18577,-6.0,10.0,-25.0,-6.0,-10.0,2.0,4.0,18.73,21.1,18.1,11.444557477110884,12.295444493586904,2015-08-11,0.0,5,2707,245,6.185232333683254,10.920908206779961,22.18,27.48,35.72
19148,-5.0,15.0,-4.0,-5.0,-15.0,3.0,5.0,0.64,0.68,0.8,4.225352112676052,7.317073170731714,2008-10-21,0.0,5,961,1850,0.09087825795863712,0.3744017489116502,0.79,0.92,0.88
19404,-4.0,9.0,-23.0,-4.0,-9.0,4.0,3.0,10.91,11.5,10.31,2.566225165562908,11.14245416078985,2015-08-06,29.919354838709666,12,880,929,1.7049815845156118,8.01528574244285,12.94,16.8,25.53
19931,-7.0,15.0,-2.0,-7.0,-15.0,1.0,11.0,9.67,10.13,9.57,8.582834331337331,16.698841698841704,2016-03-09,0.2865329512893977,-2,2139,499,1.8423319539554657,4.626712240900399,11.1,12.42,10.42
20082,-4.0,9.0,-26.0,-4.0,-9.0,4.0,3.0,38.83,41.26,31.13,3.1284423881912327,21.035598705501627,2015-08-10,4.272674305690427,7,2751,70,3.841011697911005,44.040236893410814,49.19,65.79,108.83
20088,-4.0,10.0,-32.0,-4.0,-10.0,4.0,4.0,81.14,85.31,79.66,7.834839300011432,10.106489853325273,2016-02-04,13.59821523425051,11,2751,190,11.204189204635318,37.739597481598636,96.46,115.94,149.91
20597,-3.0,12.0,-5.0,-3.0,-10.0,3.0,8.0,9.14,9.69,7.92,17.460317460317462,9.166666666666657,2016-03-03,23.831347387717685,16,953,525,1.692373893147876,6.526231328782316,11.1,12.12,9.82
20633,-4.0,12.0,-14.0,-4.0,-12.0,4.0,2.0,17.72,18.88,15.9,4.0609137055837685,23.5349273323957,2015-08-06,28.00970873786408,13,2396,295,3.426308481122799,18.868812688581762,21.1,27.45,43.0
20692,-5.0,14.0,-24.0,-5.0,-14.0,3.0,6.0,30.79,32.37,25.48,10.593220338983043,15.786840130097591,2015-08-10,8.880597014925364,9,2153,340,7.213676980548153,30.10372531463129,36.54,48.36,74.29
21031,-4.0,13.0,-13.0,-4.0,-13.0,4.0,5.0,12.02,13.22,12.98,6.1430793157076335,7.265917602996263,2017-01-20,12.207602339181278,21,2614,711,1.1126191287354068,2.480196002283749,14.08,14.57,15.52
21083,-6.0,12.0,-6.0,-6.0,-12.0,2.0,6.0,9.17,9.95,9.36,8.47457627118644,10.55555555555554,2016-03-08,23.0401529636711,24,2686,495,1.8687834721043612,5.563427137614738,10.49,12.35,11.43
21759,-5.0,14.0,-4.0,-5.0,-14.0,3.0,8.0,10.84,11.24,10.96,8.340888485947406,8.96898575020957,2016-03-07,12.671232876712324,30,919,528,1.6996375127392445,3.832055754520705,12.14,13.09,12.01
21854,-2.0,13.0,-18.0,-2.0,-13.0,2.0,3.0,4.8,4.95,4.05,7.459677419354849,19.489981785063733,2015-08-05,23.3644859813084,13,886,927,0.07862142431546178,4.201775667162051,5.36,6.84,11.23
23334,-2.0,13.0,-22.0,-2.0,-13.0,2.0,5.0,8.16,8.9,7.26,10.049019607843146,18.082191780821933,2015-08-10,13.663967611336036,11,409,847,0.8531388438604989,10.770773408239153,8.98,12.93,23.72
23455,-5.0,10.0,-23.0,-5.0,-10.0,1.0,2.0,18.92,21.74,20.27,0.0,11.400293255131967,2015-08-07,17.489986648865163,11,2197,367,5.303905056080434,21.78997579312922,22.24,31.83,54.78
23830,-2.0,11.0,-20.0,-2.0,-11.0,2.0,3.0,9.37,9.79,8.6,9.249743062692703,19.07719609582963,2015-08-05,19.0745986779981,11,2687,383,0.3568787990075822,9.822709603150836,10.72,14.05,21.63
24521,-4.0,14.0,-28.0,-4.0,-14.0,4.0,6.0,14.76,15.59,15.35,14.529914529914546,14.44981862152359,2016-03-04,57.1340713407134,32,2149,469,2.4108603302367384,9.278298591795624,18.15,19.47,31.1
25467,-7.0,15.0,-3.0,-7.0,-15.0,1.0,11.0,9.69,10.37,9.79,10.330992978936804,13.540713632204948,2016-03-09,24.834749763928233,29,2194,501,2.196612608447048,4.781139976044919,11.21,12.44,10.69
25529,-3.0,12.0,-6.0,-3.0,-8.0,3.0,6.0,10.58,10.92,9.85,11.31725417439704,13.164777680906713,2016-03-03,7.570022710068124,21,2182,513,1.9073426718081516,5.530811072978145,12.1,13.1,11.9
25875,-3.0,8.0,-27.0,-3.0,-8.0,3.0,6.0,11.22,12.14,11.38,10.359589041095907,10.377358490566024,2016-03-03,16.793313069908812,26,56,1007,1.67170713169011,4.395903345004479,12.89,14.44,17.14
25934,-4.0,11.0,-36.0,-4.0,-11.0,4.0,3.0,58.98,63.46,59.14,10.01007725898555,25.713126943355412,2015-08-07,23.95491510914539,12,2657,321,9.520675002343324,54.44239139648353,68.96,96.62,174.84
25946,-6.0,13.0,-5.0,-6.0,-13.0,2.0,7.0,41.97,47.46,47.07,7.77249036936325,10.043409629044998,2016-03-08,36.86655405405404,21,2657,460,7.905652469699542,21.499036494372856,49.71,56.8,54.24
26125,-5.0,10.0,-22.0,-5.0,-10.0,1.0,4.0,32.45,35.03,30.29,14.053888548683414,14.364244741873787,2015-08-10,0.7322431047107836,8,2184,347,8.419317433211967,32.10707753999661,37.45,50.72,69.85
26380,-4.0,15.0,-2.0,-4.0,-15.0,4.0,11.0,4.98,5.18,5.03,7.707509881422948,10.396975425330801,2016-03-04,10.124333925399645,24,507,1051,0.6349896598032022,1.543408484583396,5.62,5.91,5.34
27297,-5.0,12.0,-5.0,-5.0,-12.0,1.0,6.0,13.3,14.61,14.32,13.754646840148707,8.05951642901426,2016-03-07,22.751322751322746,24,2322,444,4.03052395250044,6.328208930097323,16.0,17.68,16.27
27348,-5.0,11.0,-22.0,-5.0,-11.0,5.0,5.0,4.97,5.17,3.84,1.3816925734024157,9.149277688603519,2015-08-05,10.122164048865613,11,2523,344,0.8770007384822774,4.729784949370794,5.93,6.9,10.07
27360,-4.0,12.0,-5.0,-4.0,-12.0,4.0,6.0,4.25,4.45,4.25,2.417582417582431,8.478260869565224,2016-03-03,0.0,6,2523,482,0.6155560547002784,1.3373330354863155,4.67,5.06,4.7
27876,-3.0,13.0,-5.0,-3.0,-13.0,3.0,7.0,4.59,4.8,4.65,8.067940552016982,12.79999999999999,2016-03-03,13.001912045889096,32,2154,524,0.5525532625757559,2.0262233372253573,5.11,5.68,5.17
28146,-6.0,14.0,-2.0,-6.0,-14.0,2.0,6.0,17.6,20.0,18.9,8.546543277082197,14.529105537150965,2016-03-08,0.0,3,2205,529,4.338840892746733,10.717430232075024,20.97,24.93,20.95
28974,-5.0,13.0,-7.0,-5.0,-13.0,1.0,3.0,18.31,19.78,22.15,10.736842105263156,7.558915073365946,2016-03-07,39.7497593840231,21,2673,523,3.542065082116456,7.0931311849651655,21.38,24.77,25.68
29368,-3.0,10.0,-31.0,-3.0,-10.0,3.0,2.0,14.81,16.08,14.68,15.327481431465205,15.595880333496813,2015-08-06,13.917525773195873,12,2331,295,1.6798578529758443,20.67272044449603,17.83,24.68,46.79
30130,-6.0,14.0,-29.0,-6.0,-14.0,6.0,8.0,5.92,6.35,6.08,8.306188925081436,11.782477341389727,2016-03-08,27.08018154311649,29,2404,496,0.7715324624026185,3.1656132391224245,6.83,7.5,11.48
30331,-6.0,13.0,-5.0,-6.0,-13.0,6.0,7.0,13.7,14.63,13.9,7.3187895847994335,9.377049180327868,2016-03-08,27.781479013990666,29,2242,502,1.743416249784176,5.942214987116227,15.75,17.1,16.04
30792,-3.0,15.0,-2.0,-3.0,-15.0,3.0,9.0,7.53,7.76,7.45,10.911424903722722,15.220125786163518,2016-03-03,31.494252873563227,33,2328,459,0.8444841702233711,3.668154409818409,8.68,9.29,8.9
31850,-5.0,8.0,-23.0,-5.0,-8.0,1.0,2.0,3.04,3.25,2.76,0.0,8.625336927223737,2015-08-06,27.794561933534755,12,420,903,0.4281151641342829,1.4379203009110617,3.63,4.21,5.57
31918,-6.0,14.0,-3.0,-6.0,-14.0,2.0,8.0,11.8,12.76,12.15,7.497962510187438,9.799713876967095,2016-03-08,21.028037383177555,23,958,483,2.0699083782555165,7.553772462365491,13.69,15.89,13.7
32165,-6.0,13.0,-4.0,-6.0,-13.0,4.0,9.0,8.85,9.33,9.24,10.662177328843981,10.499490316004078,2016-03-08,0.0,3,791,1005,1.333510841489567,3.7025555074355694,10.3,11.09,9.85
32397,-7.0,9.0,-22.0,-7.0,-9.0,1.0,3.0,9.38,9.78,9.94,0.0,10.592459605026928,2015-08-07,5.898617511520742,9,2121,366,2.17599159755674,4.008327357045132,11.17,13.02,16.63
32644,-6.0,14.0,-2.0,-6.0,-14.0,4.0,10.0,26.2,27.12,25.88,4.078075984663632,15.889526542324251,2016-03-07,38.63791923340179,24,4,1054,5.057307339566177,13.806575429720052,30.8,32.98,28.2
32681,-5.0,10.0,-23.0,-5.0,-10.0,1.0,4.0,13.74,15.37,15.49,8.150064683053039,17.48140276301806,2015-08-10,0.0,10,2280,323,4.741943927036003,14.460890146305692,17.0,22.44,33.66
32831,-4.0,13.0,-17.0,-4.0,-13.0,4.0,3.0,7.85,8.18,6.35,9.068322981366439,18.34763948497853,2015-08-07,32.146829810901004,11,37,773,0.4569950058348944,7.900266908575456,8.92,11.63,17.9
32990,-3.0,14.0,-23.0,-3.0,-14.0,3.0,8.0,19.69,21.18,20.01,13.70277078085642,10.56947608200456,2016-03-03,18.210013291980513,18,2753,193,3.4881381500809248,8.129684699966868,22.57,24.74,33.87
34091,-7.0,12.0,-6.0,-7.0,-10.0,1.0,8.0,6.3,6.61,6.25,7.7041602465331325,9.469153515064566,2016-03-09,0.7407407407407307,-2,421,1021,1.0091304657429987,2.3275882610487675,7.23,7.89,6.95
34152,-2.0,14.0,-16.0,-2.0,-14.0,2.0,4.0,9.35,9.77,7.9,10.094637223974768,13.664596273291929,2015-08-05,14.797360980207365,12,2469,388,0.1595591405643769,7.701808268796487,10.47,12.81,19.1
34410,-7.0,15.0,-3.0,-7.0,-15.0,1.0,9.0,4.02,4.42,4.28,7.259953161592513,16.483516483516492,2016-03-09,12.5,18,2421,419,0.8754749340271959,2.114431794128225,4.76,5.35,4.69
34826,-4.0,14.0,-30.0,-4.0,-14.0,4.0,8.0,9.38,10.05,9.65,9.31937172774868,10.229445506692137,2016-03-04,21.125370187561682,25,811,972,1.2804542771887781,4.333145622266423,10.63,11.62,17.14
35157,-4.0,13.0,-5.0,-4.0,-13.0,4.0,9.0,11.88,12.63,11.88,13.580246913580241,8.370702541106121,2016-03-04,22.24753227031133,32,2674,505,2.19214307213629,3.962150473610801,14.07,14.8,13.44
35356,-4.0,14.0,-4.0,-4.0,-14.0,4.0,8.0,7.65,8.16,7.92,12.548015364916767,7.558139534883734,2016-03-04,9.822485207100584,25,2327,523,1.354334303642105,2.5037997055518253,8.99,9.71,8.8
35416,-7.0,20.0,-18.0,-7.0,-18.0,1.0,8.0,14.74,15.19,14.94,8.601444517399859,8.08609656777195,2016-03-09,15.508684863523571,21,2621,526,2.5668331079404987,5.786214179847679,16.75,19.12,24.0
35885,-3.0,13.0,-5.0,-3.0,-13.0,3.0,7.0,4.6,4.83,4.56,7.8723404255319105,8.333333333333325,2016-03-03,17.96875,33,692,997,0.4582095902300967,1.420984485094972,5.11,5.46,5.07
36204,-3.0,14.0,-4.0,-3.0,-14.0,3.0,8.0,4.44,4.61,4.4,8.855291576673864,12.343096234309625,2016-03-03,19.526627218934895,27,737,1037,0.39629685829489497,1.6364840063549757,5.05,5.39,4.85
36406,-4.0,15.0,-2.0,-4.0,-15.0,4.0,11.0,19.63,20.47,20.24,11.038635223281476,15.406562054208274,2016-03-04,3.033175355450224,5,777,1044,2.7855632412072184,8.085341155502864,22.3,24.38,21.74
36806,-5.0,15.0,-20.0,-5.0,-15.0,1.0,7.0,64.25,70.48,50.84,18.256809338521407,10.65006915629323,2015-08-10,0.06176652254477055,8,2315,390,17.022793417766447,48.65631380987542,76.08,94.71,151.97
37244,-6.0,15.0,3.0,-6.0,-17.0,2.0,7.0,6.33,6.65,6.49,13.476263399693721,18.75,2016-03-08,25.202156334231795,13,2105,529,1.480308007860636,3.466076032917784,7.47,8.44,8.02
37703,-6.0,14.0,-4.0,-6.0,-14.0,4.0,8.0,6.94,7.33,7.01,8.333333333333325,9.031413612565453,2016-03-08,13.743455497382207,18,2334,508,0.9233209866231432,2.629232403350914,7.81,8.48,7.66
38585,-3.0,11.0,-19.0,-3.0,-11.0,3.0,3.0,22.96,24.7,21.06,11.489361702127663,31.06624158696423,2015-08-06,31.762523191094605,13,2335,343,2.4162509793594773,33.37186421282082,27.13,37.8,62.01
39212,-4.0,15.0,-24.0,-4.0,-15.0,4.0,9.0,18.67,19.27,16.35,9.191759112519817,11.5,2015-08-07,16.705771938057268,12,2738,147,2.6493487108049654,12.027282639075882,21.01,26.1,38.61
39927,-6.0,9.0,-25.0,-6.0,-9.0,2.0,3.0,7.35,7.62,7.25,5.548387096774189,9.50854700854702,2015-08-10,12.95871559633026,10,2361,301,1.5427107364439194,5.993264707663305,8.34,10.85,15.29
39995,-6.0,14.0,-3.0,-6.0,-14.0,2.0,10.0,8.22,8.79,7.97,14.691943127962091,13.010752688172026,2016-03-08,17.814960629921273,14,2579,422,1.8702976203590185,4.869588450862215,9.68,10.68,8.93
40229,-6.0,12.0,-22.0,-6.0,-12.0,4.0,8.0,10.57,11.21,10.58,9.733700642791533,7.392686804451508,2016-03-08,50.20885547201337,30,2591,512,1.8586029243810576,4.733990638379868,12.6,13.52,18.18
40468,-9.0,14.0,-4.0,-9.0,-14.0,1.0,8.0,3.2,3.4,3.22,9.81595092024541,17.53424657534246,2016-03-11,60.526315789473685,27,2256,464,0.536676679946822,2.0293199526495846,3.82,4.42,3.7
40587,-4.0,11.0,-24.0,-4.0,-11.0,4.0,5.0,9.4,9.92,9.26,8.777429467084641,14.005123825789912,2015-08-07,29.008341056533823,11,2666,383,0.9923246826932788,8.214603930409032,10.81,13.5,21.08
40597,-6.0,15.0,-18.0,-6.0,-15.0,2.0,7.0,7.44,7.87,7.7,9.031413612565453,13.613861386138606,2016-03-08,20.950060901339818,20,2666,522,1.1906134689610963,3.2313964618475093,8.44,9.33,12.65
41238,-5.0,13.0,-5.0,-3.0,-1.0,1.0,9.0,4.98,5.32,5.07,18.150087260034887,37.318840579710155,2015-08-31,0.0,-14,949,406,2.9046681250265283,4.530513143557965,6.77,7.65,6.06
41847,-4.0,14.0,-3.0,-4.0,-14.0,4.0,10.0,26.65,27.47,26.35,6.1173083843109035,8.310533515731876,2016-03-04,11.83983431135658,24,826,1027,1.8809191914511971,9.365789207813943,29.92,31.93,28.37
42042,-3.0,14.0,-22.0,-3.0,-14.0,3.0,4.0,14.52,15.5,12.8,10.365853658536572,10.965372507869887,2015-08-06,21.873111782477352,11,603,923,1.982981516911144,14.882322361910331,16.96,21.95,35.89
42357,-5.0,13.0,-26.0,-5.0,-13.0,5.0,7.0,16.39,18.04,16.44,11.655011655011661,12.539184952978056,2016-03-07,27.83342119135477,24,2414,443,2.901085961291946,10.52261083320114,19.54,22.57,31.86
42819,-5.0,22.0,-18.0,-5.0,-22.0,3.0,12.0,10.49,11.1,11.66,8.981481481481481,7.049180327868854,2016-03-07,10.420168067226898,17,2398,509,1.8199743482993544,3.886805307030592,12.2,13.15,17.31
43377,-4.0,13.0,-16.0,-4.0,-5.0,4.0,5.0,7.8,8.33,8.18,5.0554870530209675,8.382526564344728,2017-01-20,55.60391730141461,20,2307,745,0.7512354734293054,1.7467142565904945,8.89,9.48,9.41
