,0
739,"SH600652,SW:140,up[10-2]_Wupoutout,SD:411,up[1-3]_Dupoutin"
740,"SH600211,SW:240,up[7-2]_Wupoutout,SD:411,do[7-1]_Ddooutin"
741,"SH603023,SW:140,up[8-2]_Wupoutout,SD:141,do[2-1]_Ddooutout"
742,"SH600232,SW:140,up[8-4]_Wupoutout,SD:411,do[3-5]_Ddoinin"
743,"SH600880,SW:141,up[8-4]_Wupoutout,SD:411,do[10-6]_Ddooutin"
744,"SH603703,SW:411,do[2-3]_Wdoinin,SD:240,up[2-1]_Dupoutout"
745,"SH600739,SW:240,up[3-2]_Wupoutout,SD:241,up[5-1]_Dupoutout"
746,"SH600173,SW:240,up[8-4]_Wupoutout,SD:411,do[5-3]_Ddoinin"
747,"SH600728,SW:230,up[2-2]_Wupoutout,SD:241,do[10-5]_Ddooutout"
748,"SH600332,SW:321,do[9-2]_Wdooutout,SD:421,do[1-4]_Ddooutout"
749,"SH601390,SW:230,do[3-6]_Wdooutout,SD:140,up[7-1]_Dupoutout"
750,"SH600309,SW:230,up[1-1]_Wupoutout,SD:230,do[3-2]_Ddooutout"
751,"SH600597,SW:421,up[7-1]_Wupoutout,SD:321,do[7-3]_Ddooutout"
752,"SH600137,SW:240,do[6-6]_Wdooutout,SD:240,up[3-2]_Dupoutout"
753,"SH600435,SW:240,up[12-5]_Wupoutout,SD:411,up[4-2]_Dupinin"
754,"SH600576,SW:140,up[3-2]_Wupoutout,SD:411,do[6-4]_Ddooutout"
755,"SH600109,SW:140,do[2-4]_Wdooutout,SD:140,up[13-1]_Dupoutout"
756,"SH601727,SW:140,up[6-2]_Wupoutout,SD:241,do[6-4]_Ddooutout"
757,"SH600545,SW:140,do[4-5]_Wdooutout,SD:241,up[4-7]_Dupoutout"
758,"SH603313,SW:110,do[4-3]_Wdoinin,SD:240,up[4-2]_Dupoutout"
759,"SH600595,SW:240,do[3-1]_Wdooutout,SD:411,up[2-2]_Dupinin"
760,"SH603018,SW:140,do[2-1]_Wdooutout,SD:241,do[7-1]_Ddooutout"
761,"SH600606,SW:411,do[4-1]_Wdoinin,SD:141,do[5-3]_Ddooutout"
762,"SH600130,SW:411,up[6-3]_Wupoutin,SD:411,do[2-1]_Ddoinin"
763,"SH600218,SW:140,do[1-1]_Wdooutout,SD:241,up[4-2]_Dupoutout"
764,"SH601398,SW:230,do[4-8]_Wdooutout,SD:241,up[3-5]_Dupoutout"
765,"SH600029,SW:321,up[1-1]_Wupoutout,SD:230,up[4-4]_Dupoutout"
766,"SH600705,SW:410,do[4-5]_Wdoinin,SD:240,up[3-2]_Dupoutout"
767,"SH600277,SW:240,up[2-4]_Wupoutout,SD:411,do[3-4]_Ddoinin"
768,"SH600594,SW:240,up[5-3]_Wupoutout,SD:411,do[10-6]_Ddooutin"
769,"SH600059,SW:140,up[8-2]_Wupoutout,SD:411,do[5-3]_Ddooutin"
770,"SH600618,SW:140,do[1-5]_Wdoinout,SD:241,up[3-3]_Dupoutout"
771,"SH600689,SW:140,up[4-2]_Wupoutout,SD:241,up[2-1]_Dupoutout"
772,"SH600191,SW:240,up[6-2]_Wupoutout,SD:411,up[1-13]_Dupoutout"
773,"SH600100,SW:140,do[5-2]_Wdooutout,SD:140,up[4-1]_Dupoutout"
774,"SH600785,SW:141,up[2-2]_Wupoutout,SD:411,up[3-8]_Dupoutout"
775,"SH600894,SW:140,up[5-4]_Wupoutout,SD:411,up[1-3]_Dupoutin"
776,"SH600051,SW:140,do[3-8]_Wdoinout,SD:240,up[5-2]_Dupoutout"
777,"SH600763,SW:411,up[3-2]_Wupinin,SD:230,do[6-4]_Ddooutout"
778,"SH600171,SW:421,up[3-7]_Wupinout,SD:321,do[4-1]_Ddooutout"
779,"SH600348,SW:230,up[9-5]_Wupoutout,SD:411,up[2-2]_Dupinin"
780,"SH600521,SW:421,up[5-3]_Wupoutout,SD:321,do[11-4]_Ddooutout"
781,"SH601001,SW:240,do[3-2]_Wdooutout,SD:410,up[10-3]_Dupoutout"
782,"SH603816,SW:131,up[7-1]_Wupoutout,SD:321,do[4-1]_Ddooutout"
783,"SH603027,SW:230,up[8-2]_Wupoutout,SD:411,up[4-1]_Dupinin"
784,"SH600666,SW:140,do[4-13]_Wdooutout,SD:240,up[9-3]_Dupoutout"
785,"SH600098,SW:241,up[6-7]_Wupoutout,SD:411,do[7-10]_Ddooutin"
786,"SH600558,SW:230,do[3-1]_Wdooutout,SD:141,up[3-3]_Dupoutout"
787,"SH600091,SW:140,up[4-2]_Wupoutout,SD:411,do[7-1]_Ddooutin"
788,"SH600383,SW:230,do[4-2]_Wdooutout,SD:230,up[7-1]_Dupoutout"
789,"SH600057,SW:140,up[5-3]_Wupoutout,SD:140,do[11-4]_Ddooutout"
790,"SH600150,SW:411,do[1-5]_Wdoinin,SD:230,up[1-2]_Dupoutout"
791,"SH600513,SW:140,up[10-3]_Wupoutout,SD:411,do[7-1]_Ddooutin"
792,"SH600177,SW:240,do[3-1]_Wdooutout,SD:411,do[3-5]_Ddoinin"
793,"SH600802,SW:240,up[3-5]_Wupoutout,SD:411,do[4-3]_Ddoinin"
794,"SH600590,SW:240,up[8-3]_Wupoutout,SD:411,do[2-1]_Ddoinin"
795,"SH600345,SW:421,do[3-3]_Wdooutout,SD:231,do[9-2]_Ddooutout"
796,"SH600511,SW:240,up[1-1]_Wupoutout,SD:411,up[3-1]_Dupoutin"
797,"SH600568,SW:321,up[4-2]_Wupoutout,SD:421,do[4-1]_Ddoinout"
798,"SH603008,SW:411,do[5-6]_Wdooutin,SD:411,up[1-4]_Dupoutout"
799,"SH600084,SW:240,up[2-9]_Wupoutout,SD:411,do[3-3]_Ddoinin"
800,"SH600730,SW:141,up[10-5]_Wupoutout,SD:411,do[7-1]_Ddoinin"
801,"SH600372,SW:140,up[12-5]_Wupoutout,SD:411,do[8-1]_Ddooutin"
802,"SH601988,SW:230,do[3-2]_Wdooutout,SD:140,up[7-1]_Dupoutout"
803,"SH600827,SW:240,up[5-3]_Wupoutout,SD:411,do[1-2]_Ddoinin"
804,"SH603020,SW:140,up[7-3]_Wupoutout,SD:411,up[3-8]_Dupoutout"
805,"SH600281,SW:140,do[2-1]_Wdooutout,SD:140,do[3-5]_Ddoinout"
806,"SH600377,SW:230,up[5-3]_Wupoutout,SD:411,do[11-3]_Ddooutin"
807,"SH600540,SW:140,up[4-2]_Wupoutout,SD:411,do[7-2]_Ddooutin"
808,"SH603598,SW:240,do[3-6]_Wdooutout,SD:140,up[5-3]_Dupoutout"
809,"SH600881,SW:411,do[3-2]_Wdoinin,SD:240,do[3-2]_Ddooutout"
810,"SH600604,SW:140,up[6-2]_Wupoutout,SD:411,do[8-2]_Ddooutin"
811,"SH600800,SW:140,up[8-4]_Wupoutout,SD:411,up[3-8]_Dupinin"
812,"SH601969,SW:140,up[9-4]_Wupoutout,SD:411,up[1-2]_Dupoutout"
813,"SH600189,SW:140,up[4-4]_Wupoutout,SD:241,up[1-3]_Dupoutout"
814,"SH600610,SW:140,up[4-4]_Wupoutout,SD:411,up[3-9]_Dupoutout"
815,"SH600391,SW:140,up[6-4]_Wupoutout,SD:411,do[2-1]_Ddoinin"
816,"SH601231,SW:230,do[1-1]_Wdooutout,SD:240,do[4-4]_Ddooutout"
817,"SH600210,SW:240,do[2-2]_Wdooutout,SD:411,up[5-1]_Dupoutin"
818,"SH603338,SW:321,up[4-2]_Wupoutout,SD:231,up[2-3]_Dupoutout"
819,"SH600690,SW:321,up[4-1]_Wupoutout,SD:231,do[11-1]_Ddooutout"
820,"SH600620,SW:140,do[4-3]_Wdooutout,SD:140,up[1-1]_Dupoutout"
821,"SH600967,SW:240,do[3-1]_Wdooutout,SD:140,do[10-6]_Ddooutout"
822,"SH600998,SW:240,up[6-2]_Wupoutout,SD:411,do[5-4]_Ddooutin"
823,"SH600753,SW:411,up[10-4]_Wupoutin,SD:421,up[4-5]_Dupoutout"
824,"SH600074,SW:140,do[3-4]_Wdooutout,SD:240,do[2-7]_Ddooutout"
825,"SH600979,SW:140,up[9-5]_Wupoutout,SD:411,up[2-3]_Dupinin"
826,"SH603988,SW:320,do[2-5]_Wdooutout,SD:230,up[3-3]_Dupoutout"
827,"SH601666,SW:230,up[1-5]_Wupoutout,SD:411,up[2-2]_Dupoutin"
828,"SH600066,SW:230,up[5-1]_Wupoutout,SD:241,do[4-2]_Ddooutout"
829,"SH600143,SW:411,up[7-3]_Wupoutin,SD:421,up[3-1]_Dupoutout"
830,"SH603118,SW:140,up[7-3]_Wupoutout,SD:411,up[4-1]_Dupinin"
831,"SH600596,SW:230,do[2-2]_Wdooutout,SD:140,up[2-2]_Dupoutout"
832,"SH601258,SW:240,do[2-2]_Wdooutout,SD:411,up[3-3]_Dupoutout"
833,"SH603998,SW:140,up[9-2]_Wupoutout,SD:241,do[4-7]_Ddooutout"
834,"SH600054,SW:240,up[8-4]_Wupoutout,SD:411,do[5-4]_Ddoinin"
835,"SH600397,SW:140,up[6-7]_Wupoutout,SD:411,up[2-3]_Dupinin"
836,"SH600246,SW:240,up[6-5]_Wupoutout,SD:411,up[3-1]_Dupinin"
837,"SH601128,SW:140,up[10-4]_Wupinout,SD:411,up[5-1]_Dupinin"
838,"SH600093,SW:140,up[3-5]_Wupoutout,SD:411,up[4-1]_Dupinin"
839,"SH601801,SW:240,up[3-2]_Wupoutout,SD:411,do[5-4]_Ddooutin"
840,"SH600721,SW:140,do[2-2]_Wdooutout,SD:141,up[4-2]_Dupoutout"
841,"SH600850,SW:410,do[3-3]_Wdoinin,SD:240,up[1-1]_Dupoutout"
842,"SH600162,SW:140,do[5-8]_Wdoinout,SD:241,up[6-4]_Dupoutout"
843,"SH600222,SW:140,up[8-2]_Wupoutout,SD:411,up[2-9]_Dupoutout"
844,"SH600744,SW:140,up[6-2]_Wupoutout,SD:411,up[3-9]_Dupoutout"
845,"SH601966,SW:111,up[9-3]_Wupinin,SD:411,up[3-7]_Dupoutout"
846,"SH600792,SW:140,do[4-2]_Wdooutout,SD:411,up[2-2]_Dupinin"
847,"SH601168,SW:230,up[7-5]_Wupoutout,SD:411,up[4-8]_Dupinin"
848,"SH600858,SW:140,up[6-2]_Wupoutout,SD:411,do[3-1]_Ddooutin"
849,"SH603007,SW:140,do[2-2]_Wdooutout,SD:411,do[2-1]_Ddooutin"
850,"SH603029,SW:140,up[8-4]_Wupoutout,SD:411,do[7-1]_Ddooutin"
851,"SH603909,SW:111,do[2-1]_Wdoinin,SD:140,up[8-2]_Dupoutout"
852,"SH600712,SW:411,up[9-6]_Wupoutout,SD:411,do[1-2]_Ddoinin"
853,"SH600723,SW:240,up[9-3]_Wupoutout,SD:411,do[6-2]_Ddooutin"
854,"SH600804,SW:410,do[2-9]_Wdoinin,SD:240,up[6-1]_Dupoutout"
855,"SH600133,SW:230,up[3-3]_Wupoutout,SD:141,up[2-2]_Dupoutout"
856,"SH601898,SW:240,do[4-1]_Wdooutout,SD:410,up[5-2]_Dupoutin"
857,"SH600870,SW:240,up[2-1]_Wupoutout,SD:411,up[9-9]_Dupoutout"
858,"SH600775,SW:140,up[7-4]_Wupoutout,SD:411,do[5-4]_Ddooutin"
859,"SH603669,SW:140,up[10-2]_Wupoutout,SD:411,up[2-9]_Dupoutout"
860,"SH600993,SW:230,do[1-4]_Wdooutout,SD:240,up[2-1]_Dupoutout"
861,"SH600781,SW:230,do[5-3]_Wdooutout,SD:240,up[4-2]_Dupoutout"
862,"SH603738,SW:140,up[8-3]_Wupoutout,SD:411,do[7-2]_Ddooutin"
863,"SH600141,SW:230,do[3-13]_Wdooutout,SD:241,up[1-2]_Dupoutout"
864,"SH600680,SW:411,up[10-3]_Wupinin,SD:411,do[8-2]_Ddooutin"
865,"SH600520,SW:411,up[3-3]_Wupoutout,SD:421,do[6-3]_Ddooutout"
866,"SH600725,SW:421,up[4-3]_Wupinout,SD:321,do[5-2]_Ddooutout"
867,"SH603959,SW:411,up[6-1]_Wupinin,SD:241,up[5-4]_Dupoutout"
868,"SH600738,SW:240,do[3-1]_Wdooutout,SD:141,do[2-1]_Ddooutout"
869,"SH601579,SW:140,do[5-7]_Wdoinout,SD:240,up[2-3]_Dupoutout"
870,"SH600145,SW:321,do[7-3]_Wdooutout,SD:230,up[8-5]_Dupoutout"
871,"SH603421,SW:140,up[8-2]_Wupoutout,SD:411,up[2-9]_Dupoutout"
872,"SH600459,SW:230,do[2-2]_Wdooutout,SD:241,up[1-3]_Dupoutout"
873,"SH600285,SW:240,up[9-3]_Wupoutout,SD:141,do[13-3]_Ddooutout"
874,"SH600159,SW:140,up[8-4]_Wupoutout,SD:411,up[2-1]_Dupinin"
875,"SH601002,SW:421,up[4-2]_Wupoutout,SD:241,up[3-3]_Dupoutout"
876,"SH600215,SW:321,do[3-2]_Wdooutout,SD:230,do[5-2]_Ddooutout"
877,"SH600633,SW:240,up[1-1]_Wupoutout,SD:411,up[3-1]_Dupinin"
878,"SH600390,SW:140,up[3-3]_Wupoutout,SD:411,do[7-2]_Ddooutin"
879,"SH600532,SW:140,do[4-6]_Wdoinout,SD:241,do[5-3]_Ddooutout"
880,"SH600483,SW:140,do[3-1]_Wdooutout,SD:411,do[2-6]_Ddoinin"
881,"SH600317,SW:411,up[4-3]_Wupoutout,SD:411,do[8-1]_Ddooutin"
882,"SH600017,SW:240,do[3-2]_Wdooutout,SD:411,do[3-4]_Ddoinin"
883,"SH600613,SW:140,up[5-3]_Wupoutout,SD:241,up[1-3]_Dupoutout"
884,"SH600371,SW:141,up[7-4]_Wupoutout,SD:411,do[7-1]_Ddooutin"
885,"SH600035,SW:240,up[7-3]_Wupoutout,SD:411,do[4-1]_Ddoinin"
886,"SH600563,SW:230,up[9-4]_Wupoutout,SD:411,up[3-1]_Dupinin"
887,"SH601098,SW:140,up[1-5]_Wupoutout,SD:410,do[2-7]_Ddoinin"
888,"SH603117,SW:140,up[6-3]_Wupinout,SD:411,up[3-8]_Dupoutout"
889,"SH600275,SW:140,do[1-1]_Wdooutout,SD:240,do[3-1]_Ddooutout"
890,"SH600844,SW:140,up[10-7]_Wupoutout,SD:411,do[5-2]_Ddoinin"
891,"SH600163,SW:140,up[10-3]_Wupoutout,SD:411,do[1-2]_Ddoinin"
892,"SH601997,SW:140,do[3-2]_Wdooutout,SD:140,up[4-1]_Dupoutout"
893,"SH600548,SW:230,do[2-8]_Wdooutout,SD:240,up[4-2]_Dupoutout"
894,"SH600149,SW:141,up[12-3]_Wupoutout,SD:411,do[6-2]_Ddooutin"
895,"SH600895,SW:140,do[2-1]_Wdooutout,SD:241,up[1-3]_Dupoutout"
896,"SH600389,SW:411,up[4-4]_Wupoutout,SD:421,do[4-2]_Ddooutout"
897,"SH600202,SW:240,do[3-4]_Wdooutout,SD:141,do[1-1]_Ddooutout"
898,"SH603368,SW:140,up[4-4]_Wupoutout,SD:411,do[5-3]_Ddooutin"
899,"SH603067,SW:140,up[3-5]_Wupoutout,SD:411,do[8-1]_Ddooutin"
900,"SH600083,SW:411,up[4-2]_Wupinin,SD:321,do[1-2]_Ddooutout"
901,"SH603843,SW:110,do[9-7]_Wdoinin,SD:240,up[5-2]_Dupoutout"
902,"SH600076,SW:140,do[1-1]_Wdooutout,SD:241,up[8-4]_Dupoutout"
903,"SH600157,SW:140,up[7-3]_Wupoutout,SD:240,up[6-2]_Dupoutout"
904,"SH603000,SW:140,up[8-2]_Wupoutout,SD:141,do[4-4]_Ddooutout"
905,"SH600745,SW:421,do[2-1]_Wdooutout,SD:230,do[3-1]_Ddooutout"
906,"SH600063,SW:140,up[9-4]_Wupoutout,SD:411,up[3-2]_Dupinin"
907,"SH600936,SW:111,up[10-2]_Wupinin,SD:411,do[7-3]_Ddooutin"
908,"SH600072,SW:240,up[11-4]_Wupoutout,SD:411,up[3-3]_Dupoutout"
909,"SH600789,SW:140,up[10-3]_Wupoutout,SD:411,up[3-8]_Dupoutout"
910,"SH601918,SW:140,up[1-5]_Wupoutout,SD:411,up[4-8]_Dupinin"
911,"SH600965,SW:140,do[2-1]_Wdooutout,SD:140,do[2-6]_Ddoinout"
912,"SH600488,SW:140,up[11-3]_Wupoutout,SD:411,do[7-1]_Ddooutin"
913,"SH600663,SW:240,do[3-7]_Wdooutout,SD:140,up[5-3]_Dupoutout"
914,"SH600761,SW:230,do[6-4]_Wdooutout,SD:241,up[9-10]_Dupoutout"
915,"SH600187,SW:411,up[5-2]_Wupoutout,SD:411,up[2-3]_Dupoutout"
916,"SH600749,SW:230,up[10-2]_Wupoutout,SD:241,do[7-6]_Ddooutout"
917,"SH600651,SW:410,do[4-7]_Wdoinin,SD:240,do[3-5]_Ddooutout"
918,"SH600455,SW:411,up[4-2]_Wupinin,SD:241,do[4-6]_Ddooutout"
919,"SH600977,SW:111,up[5-3]_Wupinin,SD:411,up[5-1]_Dupinin"
920,"SH600119,SW:140,up[4-3]_Wupoutout,SD:411,do[6-2]_Ddooutin"
921,"SH600228,SW:140,do[4-9]_Wdooutout,SD:240,do[2-2]_Ddooutout"
922,"SH601818,SW:230,do[4-2]_Wdooutout,SD:230,up[7-1]_Dupoutout"
923,"SH601566,SW:240,up[7-4]_Wupoutout,SD:411,up[3-3]_Dupinin"
924,"SH600648,SW:411,do[2-8]_Wdoinin,SD:241,do[1-1]_Ddooutout"
925,"SH600096,SW:140,do[4-11]_Wdoinout,SD:241,up[2-2]_Dupoutout"
926,"SH601169,SW:240,do[4-2]_Wdooutout,SD:140,up[6-2]_Dupoutout"
927,"SH600755,SW:230,do[2-4]_Wdooutout,SD:241,do[5-3]_Ddooutout"
928,"SH601991,SW:240,do[1-1]_Wdooutout,SD:141,up[5-1]_Dupoutout"
929,"SH603126,SW:240,up[12-4]_Wupoutout,SD:411,do[8-1]_Ddooutin"
930,"SH600508,SW:230,do[3-2]_Wdooutout,SD:140,up[3-2]_Dupoutout"
931,"SH603398,SW:140,up[1-1]_Wupoutout,SD:411,do[1-2]_Ddoinin"
932,"SH600366,SW:140,do[4-1]_Wdooutout,SD:411,do[5-3]_Ddoinin"
933,"SH600877,SW:411,do[6-5]_Wdooutin,SD:411,up[4-5]_Dupoutout"
934,"SH601100,SW:321,up[2-3]_Wupoutout,SD:230,do[3-2]_Ddooutout"
935,"SH600351,SW:140,up[6-2]_Wupoutout,SD:241,do[1-2]_Ddooutout"
936,"SH601811,SW:111,up[4-4]_Wupinin,SD:411,up[2-3]_Dupinin"
937,"SH603339,SW:110,up[6-2]_Wupinin,SD:411,up[2-2]_Dupoutin"
938,"SH600779,SW:321,up[4-2]_Wupoutout,SD:321,do[1-4]_Ddooutout"
939,"SH600381,SW:140,up[9-3]_Wupoutout,SD:411,up[3-8]_Dupoutout"
940,"SH600295,SW:230,do[4-2]_Wdooutout,SD:230,do[1-5]_Ddooutout"
941,"SH601799,SW:320,up[4-2]_Wupoutout,SD:231,up[1-2]_Dupoutout"
942,"SH600556,SW:240,up[2-7]_Wupoutout,SD:411,do[7-2]_Ddoinin"
943,"SH600717,SW:240,do[3-7]_Wdooutout,SD:411,up[1-3]_Dupoutout"
944,"SH600890,SW:231,up[4-2]_Wupoutout,SD:421,up[6-5]_Dupoutout"
945,"SH601872,SW:140,up[3-4]_Wupoutout,SD:411,up[4-4]_Dupoutout"
946,"SH600985,SW:230,up[3-6]_Wupoutout,SD:411,up[3-3]_Dupoutout"
947,"SH600603,SW:140,do[2-8]_Wdoinout,SD:411,up[2-1]_Dupoutin"
948,"SH600898,SW:141,up[6-3]_Wupoutout,SD:411,do[2-1]_Ddoinin"
949,"SH601106,SW:411,up[13-3]_Wupoutin,SD:411,do[1-3]_Ddoinin"
950,"SH600107,SW:411,up[6-3]_Wupoutin,SD:411,up[4-1]_Dupinin"
951,"SH603609,SW:411,do[3-3]_Wdoinin,SD:140,up[6-9]_Dupoutout"
952,"SH601000,SW:230,up[3-5]_Wupoutout,SD:411,up[5-2]_Dupinin"
953,"SH603588,SW:240,up[3-2]_Wupoutout,SD:141,up[1-3]_Dupoutout"
954,"SH600055,SW:421,do[3-3]_Wdooutout,SD:231,up[3-8]_Dupoutout"
955,"SH601233,SW:321,up[4-6]_Wupoutout,SD:320,up[6-7]_Dupoutout"
956,"SH600835,SW:421,do[1-1]_Wdooutout,SD:321,do[4-2]_Ddooutout"
957,"SH600581,SW:421,do[3-3]_Wdooutout,SD:230,up[1-2]_Dupoutout"
958,"SH601369,SW:421,do[2-1]_Wdooutout,SD:320,do[3-1]_Ddooutout"
959,"SH601877,SW:421,do[1-6]_Wdooutout,SD:230,up[2-1]_Dupoutout"
960,"SH600526,SW:140,up[6-2]_Wupoutout,SD:411,up[4-8]_Dupoutout"
961,"SH601328,SW:230,do[4-2]_Wdooutout,SD:240,up[7-1]_Dupoutout"
962,"SH603188,SW:240,do[3-1]_Wdooutout,SD:141,up[3-2]_Dupoutout"
963,"SH600260,SW:230,up[11-2]_Wupoutout,SD:411,do[7-2]_Ddooutin"
964,"SH600008,SW:230,do[3-2]_Wdooutout,SD:411,up[6-8]_Dupoutout"
965,"SH600114,SW:230,up[6-2]_Wupoutout,SD:411,do[7-1]_Ddooutin"
966,"SH603779,SW:140,up[4-2]_Wupoutout,SD:241,up[1-1]_Dupoutout"
967,"SH600505,SW:140,up[2-2]_Wupoutout,SD:411,up[3-8]_Dupoutout"
968,"SH600575,SW:140,do[4-1]_Wdooutout,SD:411,do[3-4]_Ddoinin"
969,"SH603003,SW:240,up[4-2]_Wupoutout,SD:411,do[7-1]_Ddooutin"
970,"SH600306,SW:140,up[4-4]_Wupoutout,SD:411,up[1-4]_Dupinin"
971,"SH600111,SW:230,do[3-2]_Wdooutout,SD:411,up[2-2]_Dupoutin"
972,"SH600382,SW:140,do[2-1]_Wdooutout,SD:241,up[3-3]_Dupoutout"
973,"SH600654,SW:240,up[2-6]_Wupoutout,SD:411,up[2-4]_Dupinin"
974,"SH600280,SW:421,do[3-1]_Wdooutout,SD:230,do[3-4]_Ddooutout"
975,"SH601595,SW:111,up[10-3]_Wupinin,SD:411,up[2-9]_Dupoutout"
976,"SH600326,SW:230,up[3-5]_Wupoutout,SD:411,up[6-6]_Dupinin"
977,"SH600640,SW:140,up[11-5]_Wupoutout,SD:411,do[6-3]_Ddooutin"
978,"SH603818,SW:141,up[10-4]_Wupoutout,SD:411,do[3-2]_Ddoinin"
979,"SH600619,SW:230,up[9-2]_Wupoutout,SD:241,up[2-9]_Dupoutout"
980,"SH600082,SW:241,up[8-4]_Wupoutout,SD:411,do[4-1]_Ddoinin"
981,"SH600713,SW:140,up[5-3]_Wupoutout,SD:411,do[3-1]_Ddoinin"
982,"SH603017,SW:140,do[1-1]_Wdooutout,SD:241,up[3-1]_Dupoutout"
983,"SH600538,SW:411,up[6-5]_Wupinin,SD:411,up[6-8]_Dupinin"
984,"SH603686,SW:140,do[3-2]_Wdooutout,SD:411,up[9-5]_Dupoutin"
985,"SH600386,SW:140,up[9-2]_Wupoutout,SD:241,up[1-1]_Dupoutout"
986,"SH603696,SW:230,up[2-4]_Wupoutout,SD:411,do[4-2]_Ddoinin"
987,"SH603025,SW:410,do[1-6]_Wdoinin,SD:240,up[3-1]_Dupoutout"
988,"SH600469,SW:140,do[3-1]_Wdooutout,SD:241,do[5-4]_Ddooutout"
989,"SH600589,SW:140,up[3-2]_Wupoutout,SD:411,up[3-1]_Dupinin"
990,"SH603996,SW:411,up[3-2]_Wupinin,SD:321,do[2-5]_Ddooutout"
991,"SH601222,SW:420,do[3-4]_Wdooutout,SD:230,do[7-3]_Ddooutout"
992,"SH600337,SW:230,up[7-2]_Wupoutout,SD:411,up[2-2]_Dupinin"
993,"SH600560,SW:140,up[7-3]_Wupoutout,SD:411,do[2-1]_Ddoinin"
994,"SH601992,SW:230,do[5-1]_Wdooutout,SD:140,up[12-2]_Dupoutout"
995,"SH600626,SW:140,up[4-2]_Wupoutout,SD:241,do[3-2]_Ddooutout"
996,"SH600873,SW:140,up[3-1]_Wupoutout,SD:411,up[1-3]_Dupoutout"
997,"SH603808,SW:141,up[7-3]_Wupoutout,SD:411,do[5-2]_Ddooutin"
998,"SH600179,SW:321,do[2-5]_Wdooutout,SD:230,up[9-3]_Dupoutout"
999,"SH600871,SW:140,do[3-4]_Wdoinout,SD:140,up[5-1]_Dupoutout"
1000,"SH601179,SW:140,up[5-3]_Wupoutout,SD:411,do[2-1]_Ddoinin"
1001,"SH600097,SW:140,up[2-4]_Wupoutout,SD:411,do[5-3]_Ddooutin"
1002,"SH600517,SW:411,up[3-2]_Wupinin,SD:411,do[7-2]_Ddooutin"
1003,"SH601313,SW:421,do[6-3]_Wdooutout,SD:230,do[2-6]_Ddooutout"
1004,"SH601618,SW:230,do[4-2]_Wdooutout,SD:140,do[3-8]_Ddooutout"
1005,"SH600292,SW:140,up[7-3]_Wupoutout,SD:411,up[3-9]_Dupoutout"
1006,"SH600986,SW:141,up[6-2]_Wupoutout,SD:411,do[7-1]_Ddooutin"
1007,"SH600127,SW:240,up[8-4]_Wupoutout,SD:411,up[1-1]_Dupinin"
1008,"SH600070,SW:140,do[1-2]_Wdooutout,SD:241,do[4-5]_Ddooutout"
1009,"SH603366,SW:140,up[6-3]_Wupoutout,SD:241,up[3-3]_Dupoutout"
1010,"SH603658,SW:121,up[3-2]_Wupinout,SD:321,do[1-2]_Ddooutout"
1011,"SH600449,SW:230,do[3-1]_Wdooutout,SD:140,do[2-5]_Ddooutout"
1012,"SH600312,SW:240,up[3-2]_Wupoutout,SD:411,up[2-3]_Dupoutin"
1013,"SH600995,SW:240,up[12-3]_Wupoutout,SD:411,up[1-4]_Dupoutin"
1014,"SH601009,SW:230,do[3-3]_Wdooutout,SD:240,up[6-1]_Dupoutout"
1015,"SH600429,SW:140,up[6-3]_Wupoutout,SD:411,up[2-3]_Dupoutout"
1016,"SH600416,SW:411,up[5-1]_Wupinin,SD:411,up[2-9]_Dupoutout"
1017,"SH600106,SW:140,do[2-1]_Wdooutout,SD:141,do[2-1]_Ddooutout"
1018,"SH600168,SW:140,up[9-3]_Wupoutout,SD:141,up[3-3]_Dupoutout"
1019,"SH601101,SW:230,do[3-2]_Wdooutout,SD:411,up[2-2]_Dupoutin"
1020,"SH603393,SW:111,up[3-3]_Wupinin,SD:411,up[4-7]_Dupoutout"
1021,"SH600235,SW:140,do[3-1]_Wdooutout,SD:411,up[4-8]_Dupoutout"
1022,"SH603227,SW:140,do[2-2]_Wdooutout,SD:241,do[7-2]_Ddooutout"
1023,"SH600028,SW:230,do[6-5]_Wdooutout,SD:230,up[7-1]_Dupoutout"
1024,"SH601088,SW:320,do[3-3]_Wdooutout,SD:230,up[5-7]_Dupoutout"
1025,"SH603100,SW:140,do[2-5]_Wdoinout,SD:140,up[4-2]_Dupoutout"
1026,"SH600004,SW:321,up[4-1]_Wupoutout,SD:321,do[5-2]_Ddooutout"
1027,"SH601377,SW:240,do[2-3]_Wdooutout,SD:140,up[7-2]_Dupoutout"
1028,"SH601588,SW:230,up[2-4]_Wupoutout,SD:411,up[1-4]_Dupinin"
1029,"SH603021,SW:140,do[8-12]_Wdooutout,SD:241,up[3-9]_Dupoutout"
1030,"SH600795,SW:230,do[3-3]_Wdooutout,SD:240,up[3-1]_Dupoutout"
1031,"SH600702,SW:321,up[4-2]_Wupoutout,SD:321,do[12-4]_Ddooutout"
1032,"SH600708,SW:230,do[3-6]_Wdooutout,SD:241,up[2-1]_Dupoutout"
1033,"SH600684,SW:240,up[8-4]_Wupoutout,SD:411,up[3-8]_Dupoutout"
1034,"SH600456,SW:230,up[8-4]_Wupoutout,SD:411,do[6-3]_Ddooutin"
1035,"SH601996,SW:230,up[5-1]_Wupoutout,SD:241,up[2-2]_Dupoutout"
1036,"SH600874,SW:230,up[5-4]_Wupoutout,SD:411,up[3-3]_Dupoutin"
