,0
347,"SZ002184,SW:140,up[4-2]_Wupinout,SD:241,up[2-3]_Dupoutout"
348,"SZ002260,SW:140,do[1-2]_Wdooutout,SD:241,do[2-3]_Ddooutout"
349,"SZ002030,SW:140,do[2-3]_Wdoinout,SD:140,do[1-2]_Ddooutout"
350,"SZ000507,SW:230,up[6-2]_Wupoutout,SD:411,up[3-6]_Dupoutout"
351,"SZ000702,SW:140,up[7-5]_Wupoutout,SD:411,up[1-3]_Dupoutin"
352,"SZ000928,SW:240,do[4-1]_Wdooutout,SD:411,do[2-2]_Ddoinin"
353,"SZ000010,SW:411,up[7-2]_Wupinin,SD:411,up[2-3]_Dupoutin"
354,"SZ000970,SW:230,do[4-1]_Wdooutout,SD:411,up[1-3]_Dupoutout"
355,"SZ002218,SW:321,up[7-5]_Wupoutout,SD:420,do[2-1]_Ddooutout"
356,"SZ002647,SW:230,up[3-2]_Wupoutout,SD:411,do[10-1]_Ddooutin"
357,"SZ002225,SW:240,up[6-6]_Wupoutout,SD:411,do[3-4]_Ddoinin"
358,"SZ000582,SW:140,up[4-2]_Wupoutout,SD:241,do[7-1]_Ddooutout"
359,"SZ000553,SW:421,do[6-5]_Wdooutout,SD:230,up[3-3]_Dupoutout"
360,"SZ000979,SW:411,do[5-6]_Wdoinin,SD:230,do[3-1]_Ddooutout"
361,"SZ000929,SW:240,up[1-5]_Wupoutout,SD:410,up[8-1]_Dupoutin"
362,"SZ000544,SW:240,up[6-1]_Wupoutout,SD:141,up[6-10]_Dupoutout"
363,"SZ002322,SW:240,up[10-4]_Wupoutout,SD:411,do[7-2]_Ddooutin"
364,"SZ002523,SW:230,do[1-1]_Wdooutout,SD:241,do[6-2]_Ddooutout"
365,"SZ002779,SW:140,up[4-2]_Wupoutout,SD:141,do[7-2]_Ddooutout"
366,"SZ000605,SW:240,up[7-3]_Wupoutout,SD:411,do[2-1]_Ddoinin"
367,"SZ002165,SW:140,up[2-3]_Wupoutout,SD:411,do[1-2]_Ddoinin"
368,"SZ000831,SW:240,do[3-2]_Wdooutout,SD:411,up[2-2]_Dupinin"
369,"SZ000966,SW:140,up[3-2]_Wupoutout,SD:411,up[1-3]_Dupoutout"
370,"SZ000916,SW:230,up[5-2]_Wupoutout,SD:240,up[1-3]_Dupoutout"
371,"SZ002038,SW:421,do[1-3]_Wdooutout,SD:230,up[2-1]_Dupoutout"
372,"SZ002154,SW:140,up[10-3]_Wupoutout,SD:411,up[3-3]_Dupinin"
373,"SZ000726,SW:240,do[2-1]_Wdooutout,SD:411,up[3-1]_Dupinin"
374,"SZ002156,SW:421,do[6-1]_Wdooutout,SD:230,do[5-3]_Ddooutout"
375,"SZ002778,SW:410,do[1-1]_Wdoinin,SD:241,up[3-3]_Dupoutout"
376,"SZ002205,SW:240,do[2-1]_Wdooutout,SD:411,up[2-4]_Dupoutin"
377,"SZ002198,SW:240,up[2-2]_Wupoutout,SD:411,do[6-4]_Ddooutin"
378,"SZ000920,SW:140,up[9-3]_Wupoutout,SD:411,up[3-7]_Dupoutout"
379,"SZ002212,SW:421,do[2-6]_Wdooutout,SD:230,up[3-3]_Dupoutout"
380,"SZ000042,SW:241,up[8-4]_Wupoutout,SD:411,do[5-2]_Ddoinin"
381,"SZ000760,SW:140,do[4-1]_Wdooutout,SD:140,do[3-6]_Ddoinout"
382,"SZ002097,SW:140,up[9-4]_Wupoutout,SD:411,up[1-4]_Dupinin"
383,"SZ002380,SW:141,do[2-1]_Wdooutout,SD:411,do[3-5]_Ddoinin"
384,"SZ002125,SW:240,up[8-5]_Wupoutout,SD:411,do[5-2]_Ddoinin"
385,"SZ002690,SW:411,do[5-2]_Wdoinin,SD:230,do[3-5]_Ddooutout"
386,"SZ000938,SW:421,do[2-5]_Wdooutout,SD:230,do[8-2]_Ddooutout"
387,"SZ000976,SW:140,up[8-2]_Wupoutout,SD:411,do[4-3]_Ddooutin"
388,"SZ002373,SW:411,do[6-1]_Wdooutin,SD:421,do[7-1]_Ddooutout"
389,"SZ002673,SW:140,do[3-2]_Wdooutout,SD:411,up[1-3]_Dupoutout"
390,"SZ000089,SW:230,do[6-5]_Wdooutout,SD:240,up[1-3]_Dupoutout"
391,"SZ000963,SW:230,do[5-8]_Wdooutout,SD:240,up[2-1]_Dupoutout"
392,"SZ002284,SW:140,up[9-2]_Wupoutout,SD:241,up[1-3]_Dupoutout"
393,"SZ002590,SW:140,do[7-11]_Wdoinout,SD:411,up[1-3]_Dupoutout"
394,"SZ002624,SW:231,up[4-4]_Wupoutout,SD:411,do[7-5]_Ddoinin"
395,"SZ002331,SW:240,up[7-4]_Wupoutout,SD:411,up[3-5]_Dupinin"
396,"SZ000662,SW:240,up[2-2]_Wupoutout,SD:411,do[3-6]_Ddooutin"
397,"SZ000411,SW:141,up[7-3]_Wupoutout,SD:411,up[8-3]_Dupinin"
398,"SZ002146,SW:230,up[3-4]_Wupoutout,SD:411,do[6-2]_Ddoinin"
399,"SZ000852,SW:240,do[3-4]_Wdooutout,SD:140,up[1-5]_Dupoutout"
400,"SZ002369,SW:411,do[10-9]_Wdooutin,SD:230,do[7-4]_Ddooutout"
401,"SZ002802,SW:140,up[5-3]_Wupoutout,SD:411,do[8-1]_Ddooutin"
402,"SZ002021,SW:240,do[3-8]_Wdooutout,SD:141,up[3-3]_Dupoutout"
403,"SZ002268,SW:421,up[3-2]_Wupoutout,SD:231,do[8-2]_Ddooutout"
404,"SZ000823,SW:230,do[6-6]_Wdooutout,SD:240,do[7-4]_Ddooutout"
405,"SZ002233,SW:230,do[3-1]_Wdooutout,SD:411,do[1-5]_Ddoinin"
406,"SZ002404,SW:140,do[3-2]_Wdooutout,SD:411,up[1-5]_Dupoutout"
407,"SZ002511,SW:320,do[4-8]_Wdooutout,SD:231,do[7-2]_Ddooutout"
408,"SZ002297,SW:411,up[2-9]_Wupoutout,SD:421,do[4-1]_Ddooutout"
409,"SZ002242,SW:240,up[2-2]_Wupoutout,SD:411,up[1-3]_Dupoutout"
410,"SZ002443,SW:411,up[2-3]_Wupoutout,SD:411,do[3-1]_Ddoinin"
411,"SZ002416,SW:411,up[3-2]_Wupinin,SD:411,do[7-1]_Ddooutin"
412,"SZ002034,SW:320,do[5-6]_Wdooutout,SD:231,up[3-1]_Dupoutout"
413,"SZ000693,SW:140,do[4-1]_Wdooutout,SD:410,do[1-5]_Ddoinin"
414,"SZ002538,SW:411,up[3-5]_Wupoutout,SD:421,do[3-5]_Ddoinout"
415,"SZ000038,SW:240,do[5-1]_Wdooutout,SD:140,do[1-2]_Ddoinout"
416,"SZ002798,SW:111,do[3-3]_Wdoinin,SD:230,up[5-1]_Dupoutout"
417,"SZ002677,SW:231,up[6-2]_Wupoutout,SD:321,do[6-2]_Ddooutout"
418,"SZ002328,SW:140,up[11-2]_Wupoutout,SD:411,up[3-9]_Dupoutout"
419,"SZ002634,SW:411,up[7-5]_Wupoutout,SD:421,up[3-4]_Dupinout"
420,"SZ002544,SW:140,up[2-2]_Wupoutout,SD:140,do[4-5]_Ddooutout"
421,"SZ002293,SW:411,up[3-3]_Wupinin,SD:321,up[3-3]_Dupoutout"
422,"SZ002572,SW:230,up[1-1]_Wupoutout,SD:411,up[10-2]_Dupoutout"
423,"SZ000593,SW:140,up[9-1]_Wupoutout,SD:241,do[14-2]_Ddooutout"
424,"SZ000707,SW:140,up[3-1]_Wupoutout,SD:140,up[3-3]_Dupoutout"
425,"SZ002431,SW:240,up[11-3]_Wupoutout,SD:411,do[7-1]_Ddooutin"
426,"SZ000589,SW:140,do[5-1]_Wdooutout,SD:411,up[2-3]_Dupinin"
427,"SZ002433,SW:140,up[6-2]_Wupoutout,SD:411,up[1-3]_Dupoutout"
428,"SZ000066,SW:140,up[7-3]_Wupoutout,SD:411,do[2-1]_Ddoinin"
429,"SZ000536,SW:140,do[3-1]_Wdooutout,SD:141,do[3-1]_Ddooutout"
430,"SZ002625,SW:140,do[3-3]_Wdooutout,SD:140,up[3-3]_Dupoutout"
431,"SZ000420,SW:140,do[4-2]_Wdooutout,SD:140,do[5-5]_Ddooutout"
432,"SZ000958,SW:240,up[8-5]_Wupoutout,SD:411,up[1-3]_Dupinin"
433,"SZ002447,SW:240,up[3-3]_Wupoutout,SD:411,do[7-1]_Ddooutin"
434,"SZ002482,SW:240,up[6-1]_Wupoutout,SD:411,do[6-3]_Ddooutin"
435,"SZ000791,SW:140,up[7-1]_Wupoutout,SD:411,up[3-8]_Dupoutout"
436,"SZ002084,SW:140,do[3-1]_Wdooutout,SD:411,up[1-3]_Dupinin"
437,"SZ002678,SW:140,up[1-3]_Wupoutout,SD:411,do[8-6]_Ddooutin"
438,"SZ002098,SW:321,do[10-3]_Wdooutout,SD:230,up[6-1]_Dupoutout"
439,"SZ002121,SW:230,up[12-1]_Wupoutout,SD:241,do[9-1]_Ddooutout"
440,"SZ002406,SW:140,up[11-3]_Wupoutout,SD:411,up[3-7]_Dupoutout"
441,"SZ002367,SW:240,up[3-2]_Wupoutout,SD:411,up[2-3]_Dupoutin"
442,"SZ000004,SW:410,do[2-4]_Wdoinin,SD:240,do[8-1]_Ddooutout"
443,"SZ002280,SW:411,do[1-4]_Wdoinin,SD:140,up[4-2]_Dupoutout"
444,"SZ002580,SW:411,do[3-7]_Wdoinin,SD:241,up[1-5]_Dupoutout"
445,"SZ002805,SW:140,do[2-1]_Wdooutout,SD:411,do[3-5]_Ddoinin"
446,"SZ000037,SW:240,do[3-4]_Wdooutout,SD:140,do[2-4]_Ddooutout"
447,"SZ000731,SW:140,up[9-5]_Wupoutout,SD:411,up[2-1]_Dupinin"
448,"SZ002753,SW:230,up[2-4]_Wupoutout,SD:411,up[4-2]_Dupinin"
449,"SZ000755,SW:241,up[1-5]_Wupoutout,SD:411,do[2-2]_Ddoinin"
450,"SZ002787,SW:140,up[9-3]_Wupoutout,SD:411,up[2-10]_Dupoutout"
451,"SZ000547,SW:411,do[1-4]_Wdoinin,SD:240,up[11-6]_Dupoutout"
452,"SZ002226,SW:240,up[9-3]_Wupoutout,SD:411,do[3-5]_Ddooutin"
453,"SZ002445,SW:140,up[11-3]_Wupoutout,SD:411,do[5-5]_Ddooutin"
454,"SZ002399,SW:240,up[11-7]_Wupoutout,SD:411,up[3-9]_Dupinout"
455,"SZ002533,SW:140,up[9-3]_Wupoutout,SD:411,up[3-8]_Dupoutout"
456,"SZ002632,SW:140,up[9-4]_Wupoutout,SD:411,do[7-1]_Ddoinin"
457,"SZ002088,SW:230,up[4-2]_Wupoutout,SD:411,do[2-2]_Ddoinin"
458,"SZ002346,SW:240,do[4-1]_Wdooutout,SD:140,do[2-4]_Ddoinout"
459,"SZ002633,SW:140,do[5-2]_Wdooutout,SD:140,do[1-2]_Ddooutout"
460,"SZ002083,SW:230,up[4-4]_Wupoutout,SD:411,up[5-2]_Dupinin"
461,"SZ000573,SW:240,up[8-4]_Wupoutout,SD:411,do[10-6]_Ddooutin"
462,"SZ000668,SW:140,do[4-1]_Wdooutout,SD:411,up[1-3]_Dupoutout"
463,"SZ002808,SW:140,up[3-1]_Wupoutout,SD:141,up[9-10]_Dupoutout"
464,"SZ000062,SW:140,do[5-1]_Wdooutout,SD:140,do[3-5]_Ddoinout"
465,"SZ000421,SW:140,do[1-1]_Wdooutout,SD:411,up[1-4]_Dupoutout"
466,"SZ002469,SW:140,up[5-3]_Wupoutout,SD:411,up[1-10]_Dupoutout"
467,"SZ002684,SW:230,do[2-1]_Wdooutout,SD:411,do[3-4]_Ddooutin"
468,"SZ002099,SW:140,up[2-1]_Wupoutout,SD:141,up[8-10]_Dupoutout"
469,"SZ002136,SW:240,up[7-5]_Wupoutout,SD:411,do[4-1]_Ddoinin"
470,"SZ002781,SW:140,up[4-2]_Wupoutout,SD:411,do[6-2]_Ddooutin"
471,"SZ002421,SW:241,up[5-6]_Wupoutout,SD:411,do[1-2]_Ddoinin"
472,"SZ002532,SW:140,do[3-2]_Wdooutout,SD:140,up[1-1]_Dupoutout"
473,"SZ000858,SW:321,up[4-1]_Wupoutout,SD:321,do[9-3]_Ddooutout"
474,"SZ002057,SW:240,up[8-5]_Wupoutout,SD:411,do[6-2]_Ddoinin"
475,"SZ000782,SW:140,do[2-1]_Wdooutout,SD:241,do[5-2]_Ddooutout"
476,"SZ000811,SW:240,do[2-2]_Wdooutout,SD:140,do[9-13]_Ddooutout"
477,"SZ002770,SW:140,up[6-2]_Wupoutout,SD:141,do[9-7]_Ddooutout"
478,"SZ000567,SW:140,up[8-2]_Wupoutout,SD:411,up[2-11]_Dupoutout"
479,"SZ002228,SW:140,up[5-2]_Wupoutout,SD:241,do[7-5]_Ddooutout"
480,"SZ002384,SW:230,do[3-8]_Wdooutout,SD:240,up[4-1]_Dupoutout"
481,"SZ002674,SW:140,up[9-3]_Wupoutout,SD:141,do[6-4]_Ddooutout"
482,"SZ002285,SW:420,do[1-4]_Wdooutout,SD:230,do[2-4]_Ddooutout"
483,"SZ002323,SW:411,do[2-1]_Wdoinin,SD:230,do[2-2]_Ddooutout"
484,"SZ002327,SW:420,do[4-9]_Wdoinout,SD:241,up[4-9]_Dupoutout"
485,"SZ002621,SW:230,do[3-2]_Wdooutout,SD:140,up[3-2]_Dupoutout"
486,"SZ002776,SW:140,do[2-1]_Wdooutout,SD:241,do[2-6]_Ddooutout"
487,"SZ002462,SW:240,do[3-1]_Wdooutout,SD:141,do[4-3]_Ddooutout"
488,"SZ002278,SW:411,do[4-1]_Wdoinin,SD:320,do[3-6]_Ddooutout"
489,"SZ002584,SW:421,do[4-2]_Wdooutout,SD:321,do[5-2]_Ddooutout"
490,"SZ002086,SW:320,do[1-2]_Wdooutout,SD:230,up[10-1]_Dupoutout"
491,"SZ000568,SW:321,up[4-1]_Wupoutout,SD:321,do[5-2]_Ddooutout"
492,"SZ000692,SW:240,up[7-4]_Wupoutout,SD:411,up[3-3]_Dupoutin"
493,"SZ002570,SW:240,up[4-1]_Wupoutout,SD:411,do[11-2]_Ddooutout"
494,"SZ000586,SW:240,up[4-6]_Wupoutout,SD:140,do[4-5]_Ddooutout"
495,"SZ002217,SW:230,up[6-2]_Wupoutout,SD:141,do[3-5]_Ddooutout"
496,"SZ000737,SW:140,up[3-2]_Wupoutout,SD:411,up[1-3]_Dupoutin"
497,"SZ000710,SW:230,do[2-4]_Wdooutout,SD:240,do[5-5]_Ddooutout"
498,"SZ000777,SW:140,up[2-2]_Wupoutout,SD:141,do[5-4]_Ddooutout"
499,"SZ000005,SW:140,up[10-2]_Wupoutout,SD:411,do[7-3]_Ddooutin"
500,"SZ002460,SW:230,do[1-2]_Wdooutout,SD:141,do[5-3]_Ddooutout"
501,"SZ000539,SW:140,do[2-8]_Wdooutout,SD:141,up[3-1]_Dupoutout"
502,"SZ002723,SW:411,up[5-2]_Wupinin,SD:411,up[4-7]_Dupoutout"
503,"SZ002315,SW:140,up[9-4]_Wupoutout,SD:411,do[4-4]_Ddooutin"
504,"SZ000983,SW:230,up[9-5]_Wupoutout,SD:411,up[12-2]_Dupoutin"
505,"SZ000695,SW:411,do[6-2]_Wdooutin,SD:230,up[8-4]_Dupoutout"
506,"SZ000759,SW:321,up[3-2]_Wupoutout,SD:411,do[1-2]_Ddoinin"
507,"SZ000633,SW:140,do[6-5]_Wdooutout,SD:241,up[3-2]_Dupoutout"
508,"SZ002105,SW:140,up[5-3]_Wupoutout,SD:411,up[3-3]_Dupoutin"
509,"SZ002479,SW:140,up[9-4]_Wupoutout,SD:411,do[7-1]_Ddooutin"
510,"SZ000422,SW:140,do[4-1]_Wdooutout,SD:411,do[4-4]_Ddoinin"
511,"SZ000835,SW:141,up[3-3]_Wupoutout,SD:411,do[3-1]_Ddoinin"
512,"SZ002429,SW:411,do[3-2]_Wdoinin,SD:230,do[1-7]_Ddooutout"
513,"SZ002483,SW:140,up[9-3]_Wupoutout,SD:411,do[8-1]_Ddooutin"
514,"SZ002334,SW:230,up[4-2]_Wupoutout,SD:241,do[8-2]_Ddooutout"
515,"SZ002069,SW:140,do[3-1]_Wdooutout,SD:411,do[2-1]_Ddoinin"
516,"SZ002669,SW:240,up[5-4]_Wupoutout,SD:411,do[7-2]_Ddooutin"
517,"SZ002054,SW:230,do[7-1]_Wdooutout,SD:240,up[4-2]_Dupoutout"
518,"SZ000638,SW:140,do[4-5]_Wdooutout,SD:240,do[3-3]_Ddooutout"
519,"SZ002604,SW:140,do[3-9]_Wdoinout,SD:240,do[3-2]_Ddooutout"
520,"SZ000875,SW:140,up[12-3]_Wupoutout,SD:411,do[2-1]_Ddoinin"
521,"SZ000776,SW:230,do[1-4]_Wdooutout,SD:140,up[5-1]_Dupoutout"
522,"SZ002620,SW:240,do[2-2]_Wdooutout,SD:411,up[3-1]_Dupinin"
523,"SZ000029,SW:421,up[4-1]_Wupoutout,SD:230,up[1-3]_Dupoutout"
524,"SZ002749,SW:410,do[1-6]_Wdoinin,SD:240,up[1-1]_Dupoutout"
525,"SZ002007,SW:140,do[1-4]_Wdoinout,SD:240,do[4-6]_Ddooutout"
526,"SZ002335,SW:140,up[6-4]_Wupoutout,SD:411,do[4-3]_Ddoinin"
527,"SZ002557,SW:411,do[4-1]_Wdoinin,SD:230,do[4-5]_Ddooutout"
528,"SZ002115,SW:410,up[8-2]_Wupinin,SD:141,do[8-6]_Ddooutout"
529,"SZ002277,SW:140,up[7-1]_Wupoutout,SD:411,do[9-1]_Ddooutin"
530,"SZ002518,SW:230,do[2-5]_Wdooutout,SD:240,do[10-6]_Ddooutout"
531,"SZ002735,SW:140,up[7-5]_Wupoutout,SD:411,up[4-12]_Dupoutout"
532,"SZ000982,SW:240,up[9-4]_Wupoutout,SD:411,do[8-9]_Ddooutin"
533,"SZ000627,SW:230,do[4-5]_Wdooutout,SD:241,up[2-1]_Dupoutout"
534,"SZ002270,SW:411,up[9-3]_Wupinin,SD:411,do[2-3]_Ddoinin"
535,"SZ001979,SW:230,do[6-2]_Wdooutout,SD:240,up[1-1]_Dupoutout"
536,"SZ000885,SW:240,up[6-4]_Wupoutout,SD:411,do[2-3]_Ddoinin"
537,"SZ002738,SW:411,up[1-2]_Wupinin,SD:321,up[3-4]_Dupoutout"
538,"SZ000488,SW:230,do[2-2]_Wdooutout,SD:140,up[3-1]_Dupoutout"
539,"SZ002370,SW:241,up[8-5]_Wupoutout,SD:411,do[6-6]_Ddoinin"
540,"SZ000028,SW:240,do[1-3]_Wdooutout,SD:141,up[8-2]_Dupoutout"
541,"SZ002703,SW:140,do[1-1]_Wdooutout,SD:411,do[2-1]_Ddoinin"
542,"SZ000962,SW:140,up[5-5]_Wupoutout,SD:411,up[4-8]_Dupinin"
543,"SZ002516,SW:141,up[4-2]_Wupoutout,SD:411,do[7-2]_Ddooutin"
544,"SZ000955,SW:411,up[10-3]_Wupinin,SD:421,do[1-6]_Ddooutout"
545,"SZ000815,SW:411,do[3-7]_Wdoinin,SD:231,up[2-2]_Dupoutout"
546,"SZ002440,SW:321,up[6-7]_Wupoutout,SD:421,do[6-4]_Ddoinout"
547,"SZ002361,SW:240,up[2-3]_Wupoutout,SD:411,up[3-2]_Dupinin"
548,"SZ002579,SW:411,up[4-2]_Wupinin,SD:411,do[5-2]_Ddooutin"
549,"SZ002790,SW:140,do[3-1]_Wdooutout,SD:241,do[1-2]_Ddooutout"
550,"SZ002468,SW:140,do[3-8]_Wdoinout,SD:411,do[3-4]_Ddooutin"
551,"SZ002705,SW:240,up[11-5]_Wupoutout,SD:411,do[2-3]_Ddoinin"
552,"SZ002757,SW:411,up[7-1]_Wupinin,SD:411,up[2-9]_Dupoutout"
553,"SZ002591,SW:240,up[2-2]_Wupoutout,SD:141,up[1-3]_Dupoutout"
554,"SZ002079,SW:411,do[6-1]_Wdoinin,SD:230,do[2-3]_Ddooutout"
555,"SZ000767,SW:140,up[5-3]_Wupoutout,SD:411,up[1-3]_Dupinin"
556,"SZ002256,SW:240,do[3-4]_Wdooutout,SD:411,up[3-3]_Dupoutout"
557,"SZ002066,SW:140,up[9-4]_Wupoutout,SD:411,do[8-1]_Ddooutin"
558,"SZ002666,SW:411,up[7-5]_Wupoutout,SD:411,up[8-3]_Dupinin"
559,"SZ002809,SW:140,up[5-4]_Wupinout,SD:411,up[9-3]_Dupinin"
560,"SZ000153,SW:240,up[8-3]_Wupoutout,SD:411,up[1-1]_Dupinin"
561,"SZ000595,SW:411,up[4-2]_Wupinin,SD:411,do[4-1]_Ddooutin"
562,"SZ002288,SW:140,up[1-2]_Wupoutout,SD:411,do[6-7]_Ddooutin"
563,"SZ002371,SW:421,do[1-1]_Wdooutout,SD:230,do[7-3]_Ddooutout"
564,"SZ002587,SW:140,do[3-2]_Wdooutout,SD:411,up[5-1]_Dupoutin"
565,"SZ002497,SW:230,do[2-2]_Wdooutout,SD:140,do[4-4]_Ddooutout"
566,"SZ000426,SW:230,do[3-1]_Wdooutout,SD:140,up[10-2]_Dupoutout"
567,"SZ000949,SW:241,up[3-5]_Wupoutout,SD:411,up[5-3]_Dupinin"
568,"SZ002237,SW:240,up[2-2]_Wupoutout,SD:411,up[1-5]_Dupoutout"
569,"SZ002067,SW:140,do[3-1]_Wdooutout,SD:241,up[5-1]_Dupoutout"
570,"SZ002762,SW:140,up[9-3]_Wupoutout,SD:411,up[3-1]_Dupinin"
571,"SZ000021,SW:411,up[3-2]_Wupinin,SD:421,do[9-1]_Ddooutout"
572,"SZ002177,SW:140,up[1-3]_Wupoutout,SD:411,up[1-3]_Dupoutout"
573,"SZ002350,SW:240,up[6-3]_Wupoutout,SD:411,up[4-2]_Dupinin"
574,"SZ002016,SW:421,do[7-2]_Wdooutout,SD:230,do[2-2]_Ddooutout"
575,"SZ000826,SW:230,up[8-2]_Wupoutout,SD:411,do[8-2]_Ddooutout"
576,"SZ002159,SW:140,up[7-2]_Wupoutout,SD:411,do[8-1]_Ddooutin"
577,"SZ002120,SW:230,up[6-2]_Wupoutout,SD:411,do[3-1]_Ddoinin"
578,"SZ000603,SW:140,do[4-1]_Wdooutout,SD:411,up[5-8]_Dupoutin"
579,"SZ002249,SW:140,up[9-2]_Wupoutout,SD:241,do[2-1]_Ddooutout"
580,"SZ002520,SW:411,up[4-3]_Wupinin,SD:411,up[5-2]_Dupoutin"
581,"SZ000608,SW:240,do[7-3]_Wdooutout,SD:240,up[6-2]_Dupoutout"
582,"SZ002765,SW:140,up[5-4]_Wupoutout,SD:411,do[5-4]_Ddooutin"
583,"SZ002414,SW:140,up[3-1]_Wupoutout,SD:141,do[6-4]_Ddooutout"
584,"SZ002299,SW:411,up[2-6]_Wupinout,SD:411,do[8-2]_Ddooutin"
585,"SZ000506,SW:240,do[5-2]_Wdooutout,SD:140,up[2-2]_Dupinout"
586,"SZ002160,SW:140,do[7-17]_Wdooutout,SD:241,do[5-3]_Ddooutout"
587,"SZ000780,SW:411,up[9-5]_Wupinout,SD:411,do[3-1]_Ddoinin"
588,"SZ000688,SW:421,do[2-1]_Wdoinout,SD:321,do[5-3]_Ddooutout"
589,"SZ002398,SW:421,up[3-3]_Wupinout,SD:321,do[4-4]_Ddooutout"
590,"SZ002655,SW:411,up[9-4]_Wupinin,SD:411,do[4-5]_Ddooutout"
591,"SZ002642,SW:140,up[7-3]_Wupoutout,SD:411,do[5-4]_Ddooutin"
592,"SZ002321,SW:421,up[10-2]_Wupoutout,SD:321,do[1-1]_Ddooutout"
593,"SZ000713,SW:141,up[7-5]_Wupoutout,SD:411,do[6-2]_Ddoinin"
594,"SZ002095,SW:411,up[9-3]_Wupinout,SD:411,up[2-1]_Dupinin"
595,"SZ000800,SW:240,do[1-1]_Wdooutout,SD:241,do[3-1]_Ddooutout"
596,"SZ002307,SW:240,do[3-1]_Wdooutout,SD:411,do[4-1]_Ddoinin"
597,"SZ002512,SW:420,do[2-2]_Wdooutout,SD:230,do[3-5]_Ddooutout"
598,"SZ002747,SW:230,up[10-2]_Wupoutout,SD:411,do[9-2]_Ddooutin"
599,"SZ002478,SW:240,up[6-7]_Wupoutout,SD:410,do[4-4]_Ddoinin"
600,"SZ002223,SW:140,up[3-1]_Wupoutout,SD:240,do[6-4]_Ddooutout"
601,"SZ002272,SW:141,do[4-1]_Wdooutout,SD:411,up[1-3]_Dupinin"
602,"SZ000636,SW:421,do[4-3]_Wdooutout,SD:230,do[2-3]_Ddooutout"
603,"SZ000709,SW:230,do[3-2]_Wdooutout,SD:140,up[10-2]_Dupoutout"
604,"SZ002076,SW:140,up[8-2]_Wupoutout,SD:411,do[6-3]_Ddooutin"
605,"SZ002199,SW:240,do[1-2]_Wdooutout,SD:241,up[8-4]_Dupoutout"
606,"SZ002144,SW:140,do[1-1]_Wdooutout,SD:141,up[2-3]_Dupoutout"
607,"SZ002475,SW:320,do[5-6]_Wdooutout,SD:230,do[7-5]_Ddooutout"
608,"SZ002426,SW:240,do[4-2]_Wdooutout,SD:411,up[4-3]_Dupinin"
609,"SZ000723,SW:230,do[1-9]_Wdooutout,SD:241,up[3-5]_Dupoutout"
610,"SZ002040,SW:240,up[4-4]_Wupoutout,SD:411,do[5-2]_Ddoinin"
611,"SZ002196,SW:140,up[9-2]_Wupoutout,SD:241,up[3-2]_Dupoutout"
612,"SZ000977,SW:421,up[3-1]_Wupinout,SD:321,do[8-2]_Ddooutout"
613,"SZ002586,SW:230,do[4-1]_Wdooutout,SD:140,do[4-2]_Ddooutout"
614,"SZ002150,SW:140,up[5-3]_Wupoutout,SD:411,do[2-1]_Ddoinin"
615,"SZ000430,SW:140,up[1-1]_Wupoutout,SD:411,up[1-3]_Dupoutout"
616,"SZ000733,SW:411,up[1-3]_Wupoutout,SD:411,do[2-2]_Ddoinin"
617,"SZ002318,SW:140,do[2-2]_Wdooutout,SD:140,up[4-2]_Dupoutout"
618,"SZ000597,SW:321,do[3-2]_Wdooutout,SD:230,do[4-3]_Ddooutout"
619,"SZ002763,SW:140,up[9-4]_Wupoutout,SD:411,up[7-3]_Dupoutin"
620,"SZ000818,SW:321,up[3-6]_Wupoutout,SD:321,do[1-2]_Ddooutout"
621,"SZ000725,SW:321,do[1-6]_Wdooutout,SD:231,do[11-4]_Ddooutout"
622,"SZ000705,SW:140,do[2-1]_Wdooutout,SD:411,up[4-1]_Dupoutin"
623,"SZ002746,SW:140,up[4-4]_Wupoutout,SD:411,up[2-2]_Dupinin"
624,"SZ002437,SW:411,do[6-3]_Wdoinin,SD:240,up[9-7]_Dupoutout"
625,"SZ002145,SW:241,up[3-5]_Wupoutout,SD:411,do[5-2]_Ddoinin"
626,"SZ002697,SW:411,up[5-3]_Wupoutout,SD:411,up[2-1]_Dupinin"
627,"SZ002188,SW:240,do[2-2]_Wdooutout,SD:140,do[3-2]_Ddooutout"
628,"SZ002252,SW:240,up[8-1]_Wupoutout,SD:411,do[2-2]_Ddoinin"
629,"SZ002492,SW:240,up[9-3]_Wupoutout,SD:411,do[2-1]_Ddoinin"
630,"SZ002658,SW:140,up[8-3]_Wupoutout,SD:411,up[3-1]_Dupinin"
631,"SZ000816,SW:240,up[4-5]_Wupoutout,SD:411,do[9-1]_Ddooutin"
632,"SZ002680,SW:411,up[9-4]_Wupoutout,SD:411,up[2-3]_Dupinin"
633,"SZ000687,SW:140,up[6-3]_Wupoutout,SD:411,up[4-3]_Dupoutout"
634,"SZ002611,SW:140,do[3-1]_Wdooutout,SD:140,do[7-10]_Ddooutout"
635,"SZ002759,SW:230,do[3-1]_Wdooutout,SD:240,do[6-10]_Ddooutout"
636,"SZ002795,SW:140,up[8-4]_Wupoutout,SD:411,do[7-1]_Ddooutin"
637,"SZ002224,SW:140,up[8-3]_Wupoutout,SD:411,do[4-5]_Ddooutin"
638,"SZ000598,SW:140,up[6-2]_Wupoutout,SD:241,up[3-9]_Dupoutout"
